date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-09-16,41.14,41.71,41.35,40.56,53188.23,0.31,0.76,41.01,38.775,36.09,79797.44,102664.34,87097.31
2019-09-17,41.27,41.27,40.3,39.8,53146.82,-1.05,-2.54,40.874,39.314,36.395,65273.93,96105.2,86487.42
2019-09-18,40.89,40.9,40.57,40.0,40760.96,0.27,0.67,40.776,39.812,36.727,52187.97,89088.61,86891.23
2019-09-19,40.58,41.03,41.03,39.9,45513.78,0.46,1.13,40.858,40.224,37.105,48765.89,81908.31,87242.18
2019-09-20,40.99,41.1,40.18,39.62,61542.48,-0.85,-2.07,40.686,40.564,37.468,50830.45,76147.86,88134.31
2019-09-23,39.88,40.18,40.18,39.14,65694.65,0.0,0.0,40.452,40.731,37.82,53331.74,66564.59,89199.52
2019-09-24,39.83,44.2,43.33,39.3,137586.81,3.15,7.84,41.058,40.966,38.347,70219.74,67746.83,93488.1
2019-09-25,43.0,43.85,41.9,41.7,85935.5,-1.43,-3.3,41.324,41.05,38.812,79254.64,65721.31,93898.64
2019-09-26,42.25,42.77,40.36,39.4,76903.87,-1.54,-3.67,41.19,41.024,39.235,85532.66,67149.28,94400.18
2019-09-27,40.7,40.75,40.34,39.55,43568.79,-0.02,-0.05,41.222,40.954,39.497,81937.92,66384.19,88323.8
2019-09-30,40.02,40.79,39.45,39.0,37609.88,-0.89,-2.21,41.076,40.764,39.77,76320.97,64826.35,83745.35
2019-10-08,39.44,40.6,38.66,38.38,48899.11,-0.79,-2.0,40.142,40.6,39.957,58583.43,64401.58,80253.39
2019-10-09,38.48,39.64,39.11,38.48,44496.05,0.45,1.16,39.584,40.454,40.133,50295.54,64775.09,76931.85
2019-10-10,39.25,40.17,39.85,38.63,47577.37,0.74,1.89,39.482,40.336,40.28,44430.24,64981.45,73444.88
2019-10-11,39.7,40.1,39.39,39.02,25713.51,-0.46,-1.15,39.292,40.257,40.411,40859.18,61398.55,68773.21
2019-10-14,40.09,41.17,40.0,39.51,44623.46,0.61,1.55,39.402,40.239,40.485,42261.9,59291.44,62928.01
2019-10-15,39.7,39.7,38.88,37.5,60385.27,-1.12,-2.8,39.446,39.794,40.38,44559.13,51571.28,59659.06
2019-10-16,38.53,39.38,38.49,38.48,21325.21,-0.39,-1.0,39.322,39.453,40.252,39924.96,45110.25,55415.78
2019-10-17,38.89,39.07,38.55,38.3,24334.78,0.06,0.16,39.062,39.272,40.148,35276.45,39853.34,53501.31
2019-10-18,38.83,38.85,37.74,37.74,29273.34,-0.81,-2.1,38.732,39.012,39.983,35988.41,38423.8,52403.99
2019-10-21,38.01,38.28,37.83,37.35,25132.58,0.09,0.24,38.298,38.85,39.807,32090.24,37176.07,51001.21
2019-10-22,37.81,39.2,38.73,37.8,31284.08,0.9,2.38,38.268,38.857,39.729,26270.0,35414.57,49908.07
2019-10-23,38.71,38.9,38.1,37.91,22480.12,-0.63,-1.63,38.19,38.756,39.605,26500.98,33212.97,48994.03
2019-10-24,37.62,38.46,38.11,37.61,19055.27,0.01,0.03,38.102,38.582,39.459,25445.08,30360.76,47671.11
2019-10-25,38.07,38.36,38.01,37.33,28071.57,-0.1,-0.26,38.156,38.444,39.351,25204.72,30596.57,45997.56
2019-10-28,38.9,39.56,39.15,38.81,47363.41,1.14,3.0,38.42,38.359,39.299,29650.89,30870.56,45081.0
2019-10-29,39.5,39.5,37.7,37.41,56301.48,-1.45,-3.7,38.214,38.241,39.018,34654.37,30462.18,41016.73
2019-10-30,37.71,37.9,37.04,36.44,53245.18,-0.66,-1.75,38.002,38.096,38.775,40807.38,33654.18,39382.22
2019-10-31,37.1,37.45,36.36,36.08,41641.86,-0.68,-1.84,37.652,37.877,38.575,45324.7,35384.89,37619.12
2019-11-01,36.3,36.74,36.41,36.0,33996.14,0.05,0.14,37.332,37.744,38.378,46509.61,35857.17,37140.48
2019-11-04,36.7,38.95,38.51,36.67,72037.79,2.1,5.77,37.204,37.812,38.331,51444.49,40547.69,38861.88
2019-11-05,38.8,38.89,38.83,37.95,39787.43,0.32,0.83,37.43,37.822,38.34,48141.68,41398.03,38406.3
2019-11-06,38.72,39.5,38.65,38.25,37685.02,-0.18,-0.46,37.752,37.877,38.317,45029.65,42918.52,38065.74
2019-11-07,38.44,39.65,39.4,38.33,41440.38,0.75,1.94,38.36,38.006,38.294,44989.35,45157.03,37758.89
2019-11-08,39.7,40.24,39.47,39.35,39314.81,0.07,0.18,38.972,38.152,38.298,46053.09,46281.35,38438.96
2019-11-11,39.66,39.94,38.98,38.81,37216.69,-0.49,-1.24,39.066,38.135,38.247,39088.87,45266.68,38068.62
2019-11-12,39.18,39.32,38.9,38.15,34896.34,-0.08,-0.2,39.08,38.255,38.248,38110.65,43126.16,36794.17
2019-11-13,38.95,39.43,39.05,38.58,33978.71,0.15,0.39,39.16,38.456,38.276,37369.39,41199.52,37426.85
2019-11-14,38.84,40.14,39.93,38.84,45626.47,0.88,2.25,39.266,38.813,38.345,38206.6,41597.98,38491.43
2019-11-15,39.78,40.87,39.92,39.58,52999.07,-0.01,-0.03,39.356,39.164,38.454,40943.46,43498.27,39677.72
2019-11-18,39.91,40.3,39.73,39.08,36014.75,-0.19,-0.48,39.506,39.286,38.549,40703.07,39895.97,40221.83
2019-11-19,39.75,40.45,40.26,39.44,35098.58,0.53,1.33,39.778,39.429,38.626,40743.52,39427.08,40412.55
2019-11-20,40.59,41.08,40.2,40.04,42819.53,-0.06,-0.15,40.008,39.584,38.731,42511.68,39940.53,41429.52
2019-11-21,40.32,40.32,39.58,39.21,38094.87,-0.62,-1.54,39.938,39.602,38.804,41005.36,39605.98,42381.5
2019-11-22,39.76,41.0,39.08,38.72,52906.42,-0.5,-1.26,39.77,39.563,38.858,40986.83,40965.14,43623.25
2019-11-25,39.01,39.4,36.32,35.89,108695.9,-2.76,-7.06,39.088,39.297,38.716,55523.06,48113.06,46689.87
2019-11-26,36.7,38.1,37.1,36.4,84966.25,0.78,2.15,38.456,39.117,38.686,65496.59,53120.06,48123.11
2019-11-27,37.15,37.5,36.53,36.38,56496.9,-0.57,-1.54,37.722,38.865,38.661,68232.07,55371.87,48285.7
2019-11-28,36.61,36.88,35.76,35.66,48295.77,-0.77,-2.11,36.958,38.448,38.631,70272.25,55638.8,48618.39
2019-11-29,35.75,36.5,36.09,35.6,35800.75,0.33,0.92,36.36,38.065,38.615,66851.11,53918.97,48708.62
2019-12-02,36.09,36.37,35.65,35.4,45746.37,-0.44,-1.22,36.226,37.657,38.472,54261.21,54892.13,47394.05
2019-12-03,35.91,35.99,35.98,35.25,36278.48,0.33,0.93,36.002,37.229,38.329,44523.65,55010.12,47218.6
2019-12-04,35.76,35.94,35.57,35.24,41325.67,-0.41,-1.14,35.81,36.766,38.175,41489.41,54860.74,47400.64
2019-12-05,35.78,36.66,36.45,35.52,38309.56,0.88,2.47,35.948,36.453,38.028,39492.17,54882.21,47244.09
2019-12-06,36.21,37.38,37.36,36.15,42089.13,0.91,2.5,36.202,36.281,37.922,40749.84,53800.48,47382.81
2019-12-09,37.04,37.63,37.17,36.6,38116.6,-0.19,-0.51,36.506,36.366,37.832,39223.89,46742.55,47427.81
2019-12-10,37.18,37.18,36.76,36.19,38279.06,-0.41,-1.1,36.662,36.332,37.725,39624.0,42073.83,47596.94
2019-12-11,36.7,37.09,36.95,36.45,34243.92,0.19,0.52,36.938,36.374,37.62,38207.65,39848.53,47610.2
2019-12-12,36.93,37.49,36.95,36.51,39662.29,0.0,0.0,37.038,36.493,37.471,38478.2,38985.18,47311.99
2019-12-13,37.24,37.68,37.29,36.8,53629.73,0.34,0.92,37.024,36.613,37.339,40786.32,40768.08,47343.53
2019-12-16,37.22,38.16,38.16,36.85,57026.02,0.87,2.33,37.222,36.864,37.261,44568.2,41896.05,48394.09
2019-12-17,38.04,38.8,38.8,38.01,60247.65,0.64,1.68,37.63,37.146,37.188,48961.92,44292.96,49651.54
2019-12-18,39.0,39.12,38.53,38.38,42948.89,-0.27,-0.7,37.946,37.442,37.104,50702.92,44455.29,49658.01
2019-12-19,38.54,38.98,38.29,37.68,36216.49,-0.24,-0.62,38.214,37.626,37.04,50013.76,44245.98,49564.09
2019-12-20,38.45,38.45,37.16,37.1,35748.27,-1.13,-2.95,38.188,37.606,36.944,46437.46,43611.89,48706.19
2019-12-23,37.15,37.35,36.4,35.96,54541.15,-0.76,-2.04,37.836,37.529,36.948,45940.49,45254.35,45998.45
2019-12-24,36.22,36.65,36.57,36.03,37387.06,0.17,0.47,37.39,37.51,36.921,41368.37,45165.15,43619.49
2019-12-25,36.62,38.87,38.71,36.21,80021.5,2.14,5.85,37.426,37.686,37.03,48782.89,49742.91,44795.72
2019-12-26,38.41,39.03,39.03,38.07,41122.22,0.32,0.83,37.574,37.894,37.194,49764.04,49888.9,44437.04
2019-12-27,39.2,39.94,38.89,38.85,64097.83,-0.14,-0.36,37.92,38.054,37.334,55433.95,50935.71,45851.89
2019-12-30,39.01,39.97,39.3,38.2,59963.4,0.41,1.05,38.5,38.168,37.516,56518.4,51229.45,46562.75
2019-12-31,39.29,39.99,39.0,38.74,40934.56,-0.3,-0.76,38.986,38.188,37.667,57227.9,49298.14,46795.55
2020-01-02,39.11,39.95,39.73,38.8,50854.95,0.73,1.87,39.19,38.308,37.875,51394.59,50088.74,47272.01
2020-01-03,39.9,39.97,39.18,38.9,41216.21,-0.55,-1.38,39.22,38.397,38.012,51413.39,50588.72,47417.35
2020-01-06,39.07,39.96,39.72,38.8,45119.54,0.54,1.38,39.386,38.653,38.13,47617.73,51525.84,47568.87
2020-01-07,39.72,40.4,40.4,39.19,58477.29,0.68,1.71,39.606,39.053,38.291,47320.51,51919.46,48586.9
2020-01-08,40.35,40.35,38.86,38.65,75846.69,-1.54,-3.81,39.578,39.282,38.396,54302.94,55765.42,50465.28
2020-01-09,39.2,39.77,39.43,38.92,54353.53,0.57,1.47,39.518,39.354,38.52,55002.65,53198.62,51470.76
2020-01-10,39.7,40.48,39.33,39.3,55808.78,-0.1,-0.25,39.548,39.384,38.639,57921.17,54667.28,52278.09
2020-01-13,39.5,40.28,40.24,38.88,61821.71,0.91,2.31,39.652,39.519,38.787,61261.6,54439.67,52687.69
2020-01-14,40.3,40.4,39.83,39.7,38259.65,-0.41,-1.02,39.538,39.572,38.87,57218.07,52269.29,51749.37
2020-01-15,39.82,40.5,40.45,39.69,45159.18,0.62,1.56,39.856,39.717,38.953,51080.57,52691.75,50994.95
2020-01-16,40.51,40.9,40.4,39.85,39330.95,-0.05,-0.12,40.05,39.784,39.046,48076.05,51539.35,50814.05
2020-01-17,40.52,41.88,41.13,40.25,58508.63,0.73,1.81,40.41,39.979,39.188,48616.02,53268.6,51928.66
2020-01-20,40.96,41.0,40.93,39.69,68218.81,-0.2,-0.49,40.548,40.1,39.377,49895.44,55578.52,53552.18
2020-01-21,40.41,40.67,39.41,39.41,44924.56,-1.52,-3.71,40.464,40.001,39.527,51228.43,54223.25,53071.35
2020-01-22,38.8,39.65,39.3,38.0,49939.63,-0.11,-0.28,40.234,40.045,39.664,52184.52,51632.54,53698.98
2020-01-23,38.89,39.94,37.56,36.85,69034.41,-1.74,-4.43,39.666,39.858,39.606,58125.21,53100.63,53149.63
2020-02-03,33.8,33.8,33.8,33.8,7520.0,-3.76,-10.01,38.2,39.305,39.345,47927.48,48271.75,51469.52
2020-02-04,30.49,33.38,32.43,30.49,145311.08,-1.37,-4.05,36.5,38.524,39.022,63345.94,56620.69,55530.18
2020-02-05,32.66,35.18,33.88,32.6,94560.1,1.45,4.47,35.394,37.929,38.751,73273.04,62250.74,57260.01
2020-02-06,33.7,35.12,34.83,33.5,64116.85,0.95,2.8,34.5,37.367,38.542,76108.49,64146.5,58419.13
2020-02-07,35.08,36.8,36.56,34.21,95705.57,1.73,4.97,34.3,36.983,38.384,81442.72,69783.96,60661.66
2020-02-10,36.61,37.6,37.32,36.18,67692.71,0.76,2.08,35.004,36.602,38.291,93477.26,70702.37,61985.48
2020-02-11,37.0,37.71,37.21,36.68,43230.32,-0.11,-0.29,35.96,36.23,38.165,73061.11,68203.52,61891.02
2020-02-12,36.92,39.6,39.45,36.92,74302.01,2.24,6.02,37.074,36.234,38.118,69009.49,71141.27,62682.26
2020-02-13,39.1,39.93,39.25,38.82,68225.95,-0.2,-0.51,37.958,36.229,38.137,69831.31,72969.9,62301.22
2020-02-14,38.9,39.45,38.4,38.07,58635.03,-0.85,-2.17,38.326,36.313,38.086,62417.2,71929.96,62515.3
2020-02-17,38.79,40.38,39.2,38.79,50963.65,0.8,2.08,38.702,36.853,38.079,59071.39,76274.33,62273.04
2020-02-18,39.54,40.46,40.15,39.02,61586.7,0.95,2.42,39.29,37.625,38.075,62742.67,67901.89,62261.29
2020-02-19,40.0,40.5,39.55,39.36,39286.35,-0.6,-1.49,39.31,38.192,38.061,55739.54,62374.51,62312.62
2020-02-20,39.51,41.54,40.94,38.64,104099.55,1.39,3.52,39.648,38.803,38.085,62914.26,66372.78,65259.64
2020-02-21,41.0,42.13,40.84,40.31,64968.15,-0.1,-0.24,40.136,39.231,38.107,64180.88,63299.04,66541.5
2020-02-24,41.1,44.9,44.5,40.8,102545.27,3.66,8.96,41.196,39.949,38.276,74497.2,66784.3,68743.34
2020-02-25,43.5,46.0,44.8,42.97,91190.02,0.3,0.67,42.126,40.708,38.469,80417.87,71580.27,69891.9
2020-02-26,44.1,44.99,40.85,40.5,93393.24,-3.95,-8.82,42.386,40.848,38.541,91239.25,73489.39,72315.33
2020-02-27,40.99,43.22,41.81,39.83,80160.21,0.96,2.35,42.56,41.104,38.667,86451.38,74682.82,73826.36
2020-02-28,40.25,41.28,38.81,38.81,70244.77,-3.0,-7.17,42.154,41.145,38.729,87506.7,75843.79,73886.88
2020-03-02,36.6,42.69,42.4,36.6,172450.14,3.59,9.25,41.734,41.465,39.159,101487.68,87992.44,82133.38
2020-03-03,45.0,45.28,41.76,41.4,105080.34,-0.64,-1.51,41.126,41.626,39.626,104265.74,92341.8,80121.85
2020-03-04,41.76,44.4,43.01,40.1,101801.69,1.25,2.99,41.558,41.972,40.082,105947.43,98593.34,80483.93
2020-03-05,44.5,45.8,43.2,42.75,79393.47,0.19,0.44,41.836,42.198,40.501,105794.08,96122.73,81247.76
2020-03-06,42.47,43.1,42.88,41.7,37307.33,-0.32,-0.74,42.65,42.402,40.817,99206.59,93356.65,78327.85
2020-03-09,41.1,41.5,38.59,38.59,191844.64,-4.29,-10.01,41.888,41.811,40.88,103085.49,102286.59,84535.44
2020-03-10,37.79,38.88,37.5,36.59,147707.33,-1.09,-2.83,41.036,41.081,40.895,111610.89,107938.32,89759.29
2020-03-11,37.8,38.2,36.41,36.35,97092.78,-1.09,-2.91,39.716,40.637,40.743,110669.11,108308.27,90898.83
2020-03-12,36.0,36.0,35.48,34.6,58477.78,-0.93,-2.55,38.172,40.004,40.554,106485.97,106140.03,90411.42
2020-03-13,33.95,35.5,34.81,32.7,84958.2,-0.67,-1.89,36.558,39.604,40.375,116016.15,107611.37,91727.58
2020-03-16,35.15,35.64,33.01,33.01,78824.08,-1.8,-5.17,35.442,38.665,40.065,93412.03,98248.76,93120.6
2020-03-17,33.7,33.88,32.94,31.53,88170.37,-0.07,-0.21,34.53,37.783,39.705,81504.64,96557.77,94449.79
2020-03-18,33.43,33.66,31.45,31.44,69242.18,-1.49,-4.52,33.538,36.627,39.3,75934.52,93301.82,95947.58
2020-03-19,31.25,32.3,31.99,30.92,65083.74,0.54,1.72,32.84,35.506,38.852,77255.71,91870.84,93996.79
2020-03-20,32.3,32.58,32.01,31.38,50266.3,0.02,0.06,32.28,34.419,38.411,70317.33,93166.74,93261.69
2020-03-23,31.14,31.6,30.27,29.79,79055.06,-1.74,-5.44,31.732,33.587,37.699,70363.53,81887.78,92087.18
2020-03-24,30.75,31.1,30.32,29.2,86218.14,0.05,0.17,31.208,32.869,36.975,69973.08,75738.86,91838.59
2020-03-25,31.68,31.68,30.95,30.39,85085.48,0.63,2.08,31.108,32.323,36.48,73141.74,74538.13,91423.2
2020-03-26,30.89,31.12,30.72,30.5,45378.58,-0.23,-0.74,30.854,31.847,35.926,69200.71,73228.21,89684.12
2020-03-27,31.25,32.49,31.22,31.05,80434.83,0.5,1.63,30.696,31.488,35.546,75234.42,72775.88,90193.62
2020-03-30,30.4,30.45,29.16,28.8,72673.65,-2.06,-6.6,30.474,31.103,34.884,73958.14,72160.83,85204.8
2020-03-31,29.62,29.7,28.96,28.96,40986.13,-0.2,-0.69,30.202,30.705,34.244,64911.73,67442.41,82000.09
2020-04-01,29.19,29.76,29.19,28.68,50306.8,0.23,0.79,29.85,30.479,33.553,57956.0,65548.87,79425.34
2020-04-02,29.19,30.4,30.4,28.86,53284.83,1.21,4.14,29.786,30.32,32.913,59537.25,64368.98,78119.91
2020-04-03,30.42,30.42,29.54,29.36,47002.56,-0.86,-2.83,29.45,30.073,32.246,52850.79,64042.61,78604.67
2020-04-07,30.28,30.46,30.43,29.92,53461.04,0.89,3.01,29.704,30.089,31.838,49008.27,61483.2,71685.49
2020-04-08,30.32,31.0,30.55,30.13,50396.99,0.12,0.39,30.022,30.112,31.491,50890.44,57901.09,66819.98
2020-04-09,30.85,31.09,30.95,30.4,45097.38,0.4,1.31,30.374,30.112,31.218,49848.56,53902.28,64220.21
2020-04-10,30.97,31.44,29.74,29.67,61869.9,-1.21,-3.91,30.242,30.014,30.931,51565.57,55551.41,64389.81
2020-04-13,29.74,29.74,28.75,28.74,38746.49,-0.99,-3.33,30.084,29.767,30.628,49914.36,51382.58,62079.23
2020-04-14,28.85,29.27,29.25,28.85,33843.32,0.5,1.74,29.848,29.776,30.44,45990.82,47499.54,59830.19
2020-04-15,29.51,30.55,30.02,29.12,60450.09,0.77,2.63,29.742,29.882,30.294,48001.44,49445.94,58444.17
2020-04-16,29.8,30.3,30.01,28.75,43094.61,-0.01,-0.03,29.554,29.964,30.222,47600.88,48724.72,57136.8
2020-04-17,30.46,30.68,29.6,29.51,56082.46,-0.41,-1.37,29.526,29.884,30.102,46443.39,49004.48,56686.73
2020-04-20,29.91,30.1,30.07,29.43,43837.38,0.47,1.59,29.79,29.937,30.005,47461.57,48687.97,56365.29
2020-04-21,29.9,30.0,29.72,29.31,39760.11,-0.35,-1.16,29.884,29.866,29.978,48644.93,47317.87,54400.54
2020-04-22,29.7,31.09,30.83,29.31,82331.69,1.11,3.73,30.046,29.894,30.003,53021.25,50511.34,54206.22
2020-04-23,31.16,31.48,31.0,30.51,64547.85,0.17,0.55,30.244,29.899,30.006,57311.9,52456.39,53179.33
2020-04-24,31.17,32.1,31.25,30.76,71077.92,0.25,0.81,30.574,30.05,30.032,60310.99,53377.19,54464.3
2020-04-27,31.28,31.6,29.7,29.45,84804.02,-1.55,-4.96,30.5,30.145,29.956,68504.32,57982.95,54682.76
2020-04-28,29.3,29.36,27.93,26.73,114258.19,-1.77,-5.96,30.142,30.013,29.895,83403.93,66024.43,56761.99
2020-04-29,27.9,28.78,28.45,27.26,53896.63,0.52,1.86,29.666,29.856,29.869,77716.92,65369.09,57407.51
2020-04-30,28.7,31.0,30.66,28.43,83901.44,2.21,7.77,29.598,29.921,29.943,81587.64,69449.77,59087.25
2020-05-06,30.11,31.85,31.18,30.11,75848.0,0.52,1.7,29.584,30.079,29.982,82541.66,71426.32,60215.4
2020-05-07,31.68,31.69,30.64,30.4,47222.74,-0.54,-1.73,29.772,30.136,30.037,75025.4,71764.86,60226.41
2020-05-08,30.94,31.83,31.35,30.73,48861.31,0.71,2.32,30.456,30.299,30.083,61946.02,72674.98,59996.43
2020-05-11,31.79,33.27,32.92,31.42,92887.72,1.57,5.01,31.35,30.508,30.201,69744.24,73730.58,62120.96
2020-05-12,33.05,33.22,32.91,32.07,60025.14,-0.01,-0.03,31.8,30.699,30.299,64968.98,73278.31,62867.35
2020-05-13,32.67,33.1,32.57,32.2,43423.87,-0.34,-1.03,32.078,30.831,30.441,58484.16,70512.91,61945.05
2020-05-14,32.31,32.75,32.11,32.05,36151.82,-0.46,-1.41,32.372,31.072,30.609,56269.97,65647.69,61815.32
2020-05-15,32.13,32.75,32.49,31.7,54528.15,0.38,1.18,32.6,31.528,30.771,57403.34,59674.68,62849.56
2020-05-18,32.5,32.7,31.39,31.3,48807.19,-1.1,-3.39,32.294,31.822,30.839,48587.23,59165.74,62267.41
2020-05-19,31.9,31.9,31.29,30.66,54439.46,-0.1,-0.32,31.97,31.885,30.903,47470.1,56219.54,62834.65
2020-05-20,31.3,31.3,30.7,30.17,59748.23,-0.59,-1.89,31.596,31.837,30.958,50734.97,54609.56,63017.94
2020-05-21,30.91,32.24,30.85,30.4,73899.81,0.15,0.49,31.344,31.858,30.997,58284.57,57277.27,64521.06
2020-05-22,30.7,31.22,29.5,29.23,67292.55,-1.35,-4.38,30.746,31.673,30.986,60837.45,59120.39,65897.69
2020-05-25,29.48,29.74,28.85,28.66,44694.3,-0.65,-2.2,30.238,31.266,30.887,60014.87,54301.05,64015.82
2020-05-26,29.07,29.68,29.45,28.95,34639.17,0.6,2.08,29.87,30.92,30.81,56054.81,51762.46,62520.38
2020-05-27,29.45,29.53,29.2,28.84,28815.07,-0.25,-0.85,29.57,30.583,30.707,49868.18,50301.58,60407.24
2020-05-28,29.02,29.18,29.0,28.26,53557.3,-0.2,-0.69,29.2,30.272,30.672,45799.68,52042.12,58844.9
2020-05-29,28.86,29.69,29.69,28.72,43680.45,0.69,2.38,29.238,29.992,30.76,41077.26,50957.35,55316.02
2020-06-01,29.79,30.39,30.15,29.55,62576.7,0.46,1.55,29.498,29.868,30.845,44653.74,52334.3,55750.02
2020-06-02,30.19,30.33,29.96,29.83,43972.62,-0.19,-0.63,29.6,29.735,30.81,46520.43,51287.62,53753.58
2020-06-03,30.01,30.62,30.09,29.85,50871.75,0.13,0.43,29.778,29.674,30.756,50931.76,50399.97,52504.77
2020-06-04,30.21,30.27,29.87,29.7,36246.57,-0.22,-0.73,29.952,29.576,30.717,47469.62,46634.65,51955.96
