,rtn,pure_rtn,zz500_rtn,in_date,code,pub_date,sum_pure_return
2018-08-01,-0.13614742699545723,0.07085257300454276,-0.23099999999999998,2018-07-31,600362.SHA,2018-07-28,21.72261774721882
2018-08-02,-1.1470826621160408,-0.6085826621160408,-0.5625,2018-08-01,603993.SHA,2018-07-31,21.114035085102778
2018-08-03,-0.7885626404494387,-0.29206264044943875,-0.5205,2018-08-02,002843.SZA,2018-08-01,20.82197244465334
2018-08-06,-0.5868717646130291,-0.09337176461302918,-0.5175,2018-08-03,600803.SHA,2018-08-02,20.728600680040312
2018-08-07,0.15164201298701468,0.0361420129870147,0.09149999999999998,2018-08-06,002860.SZA,2018-08-03,20.764742693027326
2018-08-08,0.35396130252100905,0.15146130252100906,0.1785,2018-08-07,002193.SZA,2018-08-06,20.916203995548337
2018-08-09,-0.7778174137931019,-0.9518174137931019,0.15,2018-08-08,002511.SZA,2018-08-07,19.964386581755235
2018-08-10,0.3749961659192816,-0.10650383408071837,0.45749999999999996,2018-08-09,002757.SZA,2018-08-08,19.857882747674516
2018-08-13,0.10570508690614283,-0.06829491309385716,0.15,2018-08-10,002128.SZA,2018-08-09,19.789587834580658
2018-08-14,0.10943999999999844,0.06293999999999844,0.022499999999999996,2018-08-13,300058.SZA,2018-08-10,19.852527834580656
2018-08-15,-0.7643112817089457,-0.4238112817089458,-0.36449999999999994,2018-08-14,002006.SZA,2018-08-11,19.42871655287171
2018-08-16,-1.3669844965675064,-0.9424844965675065,-0.44849999999999995,2018-08-15,002865.SZA,2018-08-14,18.486232056304203
2018-08-17,0.7595408490566049,1.1330408490566048,-0.39749999999999996,2018-08-16,002303.SZA,2018-08-15,19.61927290536081
2018-08-20,0.32058294425086914,0.4660829442508691,-0.16949999999999998,2018-08-17,002642.SZA,2018-08-16,20.085355849611677
2018-08-21,0.4852387155963276,0.18373871559632757,0.2775,2018-08-20,002195.SZA,2018-08-17,20.269094565208004
2018-08-22,-0.05181563021316111,-0.09231563021316108,0.01649999999999998,2018-08-21,002391.SZA,2018-08-18,20.176778934994843
2018-08-23,0.1875224215607404,0.24902242156074042,-0.0855,2018-08-22,002025.SZA,2018-08-21,20.425801356555585
2018-08-24,-0.14976722419140423,-0.22176722419140424,0.04800000000000001,2018-08-23,002878.SZA,2018-08-22,20.204034132364182
2018-08-27,0.28825724598930585,-0.03424275401069419,0.29850000000000004,2018-08-24,002777.SZA,2018-08-23,20.169791378353487
2018-08-28,0.8544451321585907,0.4554451321585907,0.375,2018-08-27,002468.SZA,2018-08-24,20.625236510512078
2018-08-29,0.043988269794720466,0.07548826979472048,-0.0555,2018-08-28,002154.SZA,2018-08-25,20.7007247803068
2018-08-30,0.0,0.3,-0.324,2018-08-29,002102.SZA,2018-08-28,21.0007247803068
2018-08-31,-0.5092592592592593,-0.14625925925925928,-0.387,2018-08-30,002081.SZA,2018-08-29,20.85446552104754
2018-09-03,-0.1410658307210022,-0.0795658307210022,-0.0855,2018-08-31,002503.SZA,2018-08-30,20.77489969032654
2018-09-04,-1.0748152466367713,-1.3328152466367713,0.23399999999999999,2018-09-03,002488.SZA,2018-08-31,19.44208444368977
2018-09-11,-0.13508030386740463,0.1184196961325954,-0.2775,2018-09-10,300418.SZA,2018-09-07,19.560504139822363
2018-09-18,-0.12541036464771266,-0.19591036464771266,0.04650000000000001,2018-09-17,603609.SHA,2018-09-14,19.36459377517465
2018-09-19,0.7102690814558068,0.2512690814558068,0.435,2018-09-18,300285.SZA,2018-09-17,19.615862856630457
2018-09-20,0.005089205776173133,-0.17941079422382683,0.16049999999999998,2018-09-19,603636.SHA,2018-09-18,19.43645206240663
2018-09-21,0.20766615432873362,-0.033833845671266384,0.2175,2018-09-20,300511.SZA,2018-09-19,19.402618216735362
2018-09-26,0.5240088842975209,0.4670088842975209,0.032999999999999995,2018-09-25,300326.SZA,2018-09-21,19.869627101032883
2018-09-28,-0.721057988313856,-0.700057988313856,-0.045000000000000005,2018-09-27,300571.SZA,2018-09-26,19.169569112719028
2018-10-08,0.3009871008403367,0.6159871008403366,-0.33899999999999997,2018-09-28,300146.SZA,2018-09-27,19.785556213559364
2018-10-09,-0.6082250617283956,-0.11322506172839561,-0.519,2018-10-08,603086.SHA,2018-09-28,19.672331151830967
2018-10-10,0.15075274261603158,0.18075274261603158,-0.054,2018-10-09,300747.SZA,2018-10-08,19.853083894447
2018-10-11,0.1383293698484449,1.1748293698484449,-1.0605,2018-10-10,300699.SZA,2018-10-09,21.027913264295446
2018-10-12,-0.26674789699570756,0.8552521030042923,-1.146,2018-10-11,002653.SZA,2018-10-10,21.88316536729974
2018-10-15,-0.5560950000000002,-0.20209500000000022,-0.378,2018-10-12,600189.SHA,2018-10-11,21.68107036729974
2018-10-16,-0.19466352941176346,0.41283647058823647,-0.6315,2018-10-15,300235.SZA,2018-10-12,22.093906837887975
2018-10-17,-0.15926191415313334,0.049238085846866696,-0.23250000000000004,2018-10-16,300385.SZA,2018-10-13,22.14314492373484
2018-10-18,0.023644976303318292,0.29364497630331826,-0.294,2018-10-17,002728.SZA,2018-10-16,22.43678990003816
2018-10-19,-0.20772786914765942,-0.22422786914765944,-0.007499999999999973,2018-10-18,601677.SHA,2018-10-17,22.212562030890503
2018-10-22,1.9445043396226405,0.7655043396226406,1.1549999999999998,2018-10-19,600588.SHA,2018-10-18,22.978066370513144
2018-10-23,0.6245122273324563,0.1310122273324563,0.4695,2018-10-22,002085.SZA,2018-10-19,23.1090785978456
2018-10-24,0.06317316306483216,0.3436731630648322,-0.30450000000000005,2018-10-23,002056.SZA,2018-10-20,23.45275176091043
2018-10-25,-0.9486930863441503,-0.9051930863441503,-0.0675,2018-10-24,002877.SZA,2018-10-23,22.54755867456628
2018-10-26,0.8929349164677819,0.9094349164677819,-0.0405,2018-10-25,002756.SZA,2018-10-24,23.45699359103406
2018-10-29,0.217525909090909,0.44852590909090895,-0.255,2018-10-26,002187.SZA,2018-10-25,23.905519500124967
2018-10-30,-0.3618561055634811,-0.2838561055634811,-0.102,2018-10-29,002215.SZA,2018-10-26,23.621663394561487
2018-10-31,0.9475249999999994,0.5290249999999994,0.39449999999999996,2018-10-30,002304.SZA,2018-10-27,24.150688394561488
2018-11-01,0.031575,-0.328425,0.336,2018-10-31,002586.SZA,2018-10-30,23.82226339456149
2018-11-02,0.9586242993630562,0.3571242993630561,0.5775,2018-11-01,002775.SZA,2018-10-31,24.179387693924546
2018-11-06,-0.5111648952543831,-0.5366648952543831,0.0015000000000000013,2018-11-05,002727.SZA,2018-11-02,23.642722798670164
2018-11-12,5.098778140437546,4.732778140437547,0.34199999999999997,2018-11-09,300751.SZA,2018-11-08,28.37550093910771
2018-11-16,1.5011999999999999,1.1037,0.37349999999999994,2018-11-15,300645.SZA,2018-11-14,29.47920093910771
2018-11-22,0.6553800000000004,0.5848800000000004,0.0465,2018-11-21,002154.SZA,2018-11-20,30.06408093910771
2018-11-26,-1.50207,-0.9185700000000001,-0.6074999999999999,2018-11-23,300449.SZA,2018-11-22,29.145510939107712
2018-11-28,1.3931192857142847,1.1141192857142848,0.255,2018-11-27,300014.SZA,2018-11-26,30.259630224821997
2018-11-30,-0.14428536585366056,0.05071463414633944,-0.219,2018-11-29,000818.SZA,2018-11-28,30.310344858968335
2018-12-03,5.103352482031625,4.4973524820316255,0.582,2018-11-30,300752.SZA,2018-11-29,34.80769734099996
2018-12-06,5.0979274040474545,5.490927404047454,-0.41700000000000004,2018-12-05,002942.SZA,2018-12-04,40.29862474504741
2018-12-18,-0.4730661797752818,-0.39356617977528185,-0.10350000000000001,2018-12-17,300568.SZA,2018-12-14,39.90505856527213
2018-12-24,-0.32374692146397305,-0.40174692146397306,0.054,2018-12-21,300567.SZA,2018-12-20,39.50331164380815
2018-12-27,-0.8985556966199507,-0.6930556966199508,-0.22949999999999998,2018-12-26,300476.SZA,2018-12-25,38.8102559471882
2018-12-28,-0.7204710560093347,-0.6004710560093347,-0.14400000000000002,2018-12-27,300285.SZA,2018-12-26,38.20978489117887
2019-01-02,-0.07898104795737133,0.0035189520426286633,-0.1065,2018-12-28,300146.SZA,2018-12-27,38.213303843221496
2019-01-03,-0.2123893779904287,-0.03688937799042869,-0.1995,2019-01-02,300365.SZA,2018-12-28,38.17641446523107
2019-01-04,0.3566719123505977,0.04467191235059772,0.288,2019-01-03,000100.SZA,2019-01-02,38.22108637758166
2019-01-07,0.6370741853699096,-0.019925814630090334,0.6329999999999999,2019-01-04,300122.SZA,2019-01-03,38.20116056295157
2019-01-08,0.1807095716451857,-0.08029042835481429,0.237,2019-01-07,300495.SZA,2019-01-04,38.12087013459676
2019-01-09,0.13130882022471882,0.10580882022471882,0.0015000000000000013,2019-01-08,600699.SHA,2019-01-07,38.22667895482147
2019-01-10,-0.08499453447259771,-0.1254945344725977,0.0165,2019-01-09,002916.SZA,2019-01-08,38.10118442034887
2019-01-11,0.22471620150187704,0.10921620150187705,0.0915,2019-01-10,300114.SZA,2019-01-09,38.21040062185075
2019-01-14,0.13902895191122017,0.09852895191122016,0.016499999999999997,2019-01-11,300531.SZA,2019-01-10,38.30892957376197
2019-01-15,-0.2002821428571401,-0.3382821428571401,0.11399999999999998,2019-01-14,600888.SHA,2019-01-11,37.97064743090483
2019-01-16,-0.4729727155329211,-0.6739727155329212,0.177,2019-01-15,000403.SZA,2019-01-12,37.296674715371914
2019-01-17,-0.2104584322820037,-0.0844584322820037,-0.15,2019-01-16,300394.SZA,2019-01-15,37.21221628308991
2019-01-18,-0.5561436898395731,-0.6191436898395731,0.039,2019-01-17,300587.SZA,2019-01-16,36.593072593250334
2019-01-21,0.7118820570039772,0.44638205700397726,0.24149999999999996,2019-01-18,300702.SZA,2019-01-17,37.039454650254314
2019-01-22,-0.20158839366515924,-0.08908839366515922,-0.1365,2019-01-21,600862.SHA,2019-01-18,36.950366256589156
2019-01-23,0.398085,0.573585,-0.1995,2019-01-22,603027.SHA,2019-01-19,37.52395125658916
2019-01-24,0.03632538740920174,-0.09117461259079826,0.10350000000000001,2019-01-23,300179.SZA,2019-01-22,37.43277664399836
2019-01-25,0.4171866839378252,0.3841866839378252,0.009,2019-01-24,300144.SZA,2019-01-23,37.816963327936186
2019-01-28,0.11574964746345567,0.19974964746345567,-0.108,2019-01-25,300124.SZA,2019-01-24,38.01671297539964
2019-01-29,-0.20715586108854486,-0.007655861088544859,-0.2235,2019-01-28,603980.SHA,2019-01-25,38.0090571143111
2019-01-30,-0.44658568965517015,-0.13608568965517018,-0.33449999999999996,2019-01-29,300175.SZA,2019-01-26,37.87297142465593
2019-01-31,0.2986685265855226,0.5491685265855226,-0.2745,2019-01-30,300520.SZA,2019-01-29,38.422139951241455
2019-02-01,0.764995327466231,0.44249532746623105,0.29849999999999993,2019-01-31,300633.SZA,2019-01-30,38.86463527870769
2019-02-11,1.148612953081877,0.32211295308187704,0.8024999999999999,2019-02-01,002383.SZA,2019-01-31,39.186748231789565
2019-02-12,0.4543359677419359,-0.07366403225806409,0.504,2019-02-11,600199.SHA,2019-02-01,39.1130841995315
2019-02-13,0.910488770197488,0.515988770197488,0.37049999999999994,2019-02-12,000150.SZA,2019-02-11,39.62907296972899
2019-02-25,5.09844853553644,3.8549485355364403,1.2194999999999998,2019-02-22,300758.SZA,2019-02-21,43.48402150526543
2019-02-27,-0.2688855555555563,-0.2133855555555563,-0.0795,2019-02-26,002930.SZA,2019-02-25,43.27063594970988
2019-02-28,0.008356309592187779,0.023356309592187777,-0.039,2019-02-27,300398.SZA,2019-02-26,43.293992259302065
2019-03-01,-0.5688202247191021,-0.7398202247191021,0.147,2019-02-28,300132.SZA,2019-02-27,42.55417203458296
2019-03-04,2.381153333333334,1.9626533333333342,0.39449999999999996,2019-03-01,603032.SHA,2019-02-28,44.5168253679163
2019-03-07,-0.5113383692569502,-0.9943383692569502,0.45899999999999996,2019-03-06,002384.SZA,2019-03-05,43.522486998659346
2019-03-08,-1.7718494284428452,-1.4013494284428454,-0.39449999999999996,2019-03-07,300059.SZA,2019-03-06,42.121137570216504
2019-03-12,0.14369282229965172,-0.7428071777003482,0.8624999999999999,2019-03-11,000025.SZA,2019-03-08,41.378330392516155
2019-03-13,0.32392499999999996,0.38092499999999996,-0.081,2019-03-12,300531.SZA,2019-03-11,41.75925539251615
2019-03-14,-0.4266700733577843,0.23932992664221567,-0.69,2019-03-13,300423.SZA,2019-03-12,41.998585319158366
2019-03-15,-1.033075912240184,-0.878575912240184,-0.17850000000000002,2019-03-14,300042.SZA,2019-03-13,41.12000940691818
2019-03-18,0.5842639309576849,-0.008236069042315088,0.5685,2019-03-15,000999.SZA,2019-03-14,41.11177333787587
2019-03-19,0.5216407049608351,0.043140704960835184,0.45449999999999996,2019-03-18,300395.SZA,2019-03-15,41.1549140428367
2019-03-20,-0.2750352609308883,-0.3380352609308883,0.039,2019-03-19,300534.SZA,2019-03-16,40.816878781905814
2019-03-21,1.1096263043478254,0.9026263043478253,0.18300000000000002,2019-03-20,002195.SZA,2019-03-19,41.71950508625364
2019-03-22,0.16027157453297602,-0.15172842546702395,0.288,2019-03-21,002801.SZA,2019-03-20,41.56777666078661
2019-03-25,-0.2658867779024109,-0.18338677790241087,-0.10650000000000001,2019-03-22,300130.SZA,2019-03-21,41.3843898828842
2019-03-26,-0.797955,-0.20995499999999997,-0.612,2019-03-25,300421.SZA,2019-03-22,41.1744348828842
2019-03-27,-0.8089898469778113,-0.5614898469778113,-0.2715,2019-03-26,002028.SZA,2019-03-23,40.612945035906385
2019-03-28,-0.25302742071881684,-0.20952742071881683,-0.06749999999999999,2019-03-27,000807.SZA,2019-03-26,40.40341761518757
2019-03-29,0.6762658577878108,0.37026585778781074,0.28200000000000003,2019-03-28,002194.SZA,2019-03-27,40.773683472975385
2019-04-01,0.9838598901098886,-0.10514010989011133,1.065,2019-03-29,002342.SZA,2019-03-28,40.66854336308528
2019-04-02,0.23029146098003508,-0.40870853901996484,0.6149999999999999,2019-04-01,300406.SZA,2019-03-29,40.259834824065315
2019-04-03,-0.19698810218978025,-0.4249881021897803,0.20400000000000001,2019-04-02,300190.SZA,2019-03-30,39.834846721875536
2019-04-04,0.1378311027190324,-0.1351688972809676,0.249,2019-04-03,601058.SHA,2019-04-02,39.699677824594566
2019-04-08,-0.2491688870431905,-0.30316888704319056,0.03,2019-04-04,000420.SZA,2019-04-03,39.396508937551374
2019-04-09,0.575517138728325,0.586017138728325,-0.034499999999999996,2019-04-08,300502.SZA,2019-04-04,39.9825260762797
2019-04-10,0.03452243958572999,0.0015224395857299858,0.009,2019-04-09,300219.SZA,2019-04-05,39.984048515865425
2019-04-11,0.27780540372670615,0.5883054037267061,-0.33449999999999996,2019-04-10,300217.SZA,2019-04-09,40.57235391959213
2019-04-12,-0.6384656526005911,-0.3129656526005911,-0.3495,2019-04-11,300342.SZA,2019-04-10,40.25938826699154
2019-04-15,-0.7655962806539505,-0.6035962806539505,-0.186,2019-04-12,002398.SZA,2019-04-11,39.65579198633759
2019-04-16,-0.001586363636362853,-0.19358636363636286,0.168,2019-04-15,002315.SZA,2019-04-12,39.46220562270123
2019-04-17,0.45256317440401617,0.0280631744040162,0.40049999999999997,2019-04-16,000023.SZA,2019-04-13,39.490268797105244
2019-04-18,0.016704999999999925,-0.0027950000000000717,-0.004500000000000004,2019-04-17,002552.SZA,2019-04-16,39.487473797105245
2019-04-19,0.6587863722998725,0.6272863722998725,0.007499999999999989,2019-04-18,002796.SZA,2019-04-17,40.114760169405116
