,date,ndate,instrument,sname,hymc,forecast,forecasttype,increasel,increaset,zfpx,forecastcontent
923,2020-06-30,2020-07-09,000090.SZA,天健集团,工程建设,increase,预增,398.93,440.51,419.72,"预计2020年1-6月归属于上市公司股东的净利润盈利:120,000万元至130,000万元,同比上年增长:398.93%至440.51%。"
924,2020-06-30,2020-07-09,002312.SZA,三泰控股,化工行业,increase,扭亏,211.61,235.52,223.565,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,000万元至8,500万元。"
925,2020-06-30,2020-07-09,300200.SZA,高盟新材,材料行业,increase,略增,15.0,28.0,21.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:10,300万元至11,500万元,同比上年增长:15%至28%。"
926,2020-06-30,2020-07-09,002290.SZA,ST中科创,材料行业,increase,扭亏,126.1,129.11,127.605,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,600万元-2,900万元。"
927,2020-06-30,2020-07-09,300070.SZA,碧水源,环保工程,increase,预增,285.0,315.0,300.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:9,919.68万元至10,692.64万元,同比上年增长:285%至315%。"
928,2020-06-30,2020-07-09,002164.SZA,宁波东力,专用设备,increase,预增,1500.0,1500.0,1500.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:112,200万元,同比上年增长:1500%。"
929,2020-06-30,2020-07-09,002162.SZA,悦心健康,玻璃陶瓷,increase,预增,51.53,79.09,65.31,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,200万元至2,600万元,同比上年增长:51.53%至79.09%。"
930,2020-06-30,2020-07-09,300496.SZA,中科创达,电子信息,increase,预增,85.0,105.0,95.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:16,318.72万元至18,082.9万元,同比上年增长:85%至105%。"
931,2020-06-30,2020-07-09,300563.SZA,神宇股份,电子元件,increase,略增,15.0,25.0,20.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,865.46万元至3,114.63万元,同比上年增长:15%至25%。"
932,2020-06-30,2020-07-09,300314.SZA,戴维医疗,医疗行业,increase,预增,165.0,195.0,180.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:5,258.77万元至5,854.1万元,同比上年增长:165%至195%。"
933,2020-06-30,2020-07-09,300569.SZA,天能重工,输配电气,increase,预增,70.0,95.0,82.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:14,304.38万元至16,407.96万元,同比上年增长:70%至95%。"
934,2020-06-30,2020-07-09,300625.SZA,三雄极光,电子元件,increase,略增,0.0,10.0,5.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:6,784.82万元至7,463.3万元,同比上年增长:0%至10%。"
935,2020-06-30,2020-07-09,300719.SZA,安达维尔,航天航空,increase,预增,1656.0,1832.0,1744.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,000万元至3,300万元,同比上年增长:1656%至1832%。"
936,2020-06-30,2020-07-09,603713.SHA,密尔克卫,交运物流,increase,预增,48.0,52.0,50.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:13,954.02万元至14,331.15万元,同比上年增长:48%至52%。"
937,2020-06-30,2020-07-09,300699.SZA,光威复材,化工行业,increase,略增,10.0,15.0,12.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:34,114万元至35,665万元,同比上年增长:10%至15%。"
938,2020-06-30,2020-07-09,300782.SZA,卓胜微,电子元件,increase,预增,125.09,134.91,130.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:34,400万元至35,900万元,同比上年增长:125.09%至134.91%。"
939,2020-06-30,2020-07-09,002562.SZA,兄弟科技,医药制造,increase,扭亏,11181.21,14347.27,12764.24,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,000万元至9,000万元。"
940,2020-06-30,2020-07-09,300214.SZA,日科化学,塑胶制品,increase,预增,57.0,77.0,67.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:11,062.36万元至12,471.58万元,同比上年增长:57%至77%。"
941,2020-06-30,2020-07-09,603507.SHA,振江股份,输配电气,increase,扭亏,242.26,270.71,256.485,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,000万元至3,600万元。"
942,2020-06-30,2020-07-09,300185.SZA,通裕重工,机械行业,increase,预增,40.0,70.0,55.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:16,563.75万元至20,113.13万元,同比上年增长:40%至70%。"
943,2020-06-30,2020-07-09,832698.SHA,青雨传媒,nan,increase,扭亏,1068.09,1236.46,1152.275,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,300万元至2,700万元。"
944,2020-06-30,2020-07-08,603601.SHA,再升科技,材料行业,increase,预增,120.0,140.0,130.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:21,632万元至23,632万元,同比上年增长:120%至140%。"
945,2020-06-30,2020-07-08,300767.SZA,震安科技,塑胶制品,increase,预增,85.0,115.0,100.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:8,010.79万元至9,309.84万元,同比上年增长:85%至115%。"
946,2020-06-30,2020-07-08,002825.SZA,纳尔股份,塑胶制品,increase,预增,70.68,84.33,77.505,"预计2020年1-6月归属于上市公司股东的净利润盈利:5,000万元至5,400万元,同比上年增长:70.68%至84.33%。"
947,2020-06-30,2020-07-08,603588.SHA,高能环境,环保工程,increase,略增,21.88,36.5,29.19,"预计2020年1-6月归属于上市公司股东的净利润盈利:25,000万元至28,000万元,同比上年增长:21.88%至36.5%。"
948,2020-06-30,2020-07-08,300806.SZA,斯迪克,材料行业,increase,预增,133.0,143.0,138.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,980.12万元至5,193.86万元,同比上年增长:133%至143%。"
949,2020-06-30,2020-07-08,002869.SZA,金溢科技,软件服务,increase,预增,680.76,762.25,721.505,"预计2020年1-6月归属于上市公司股东的净利润盈利:35,160万元至38,830万元,同比上年增长:680.76%至762.25%。"
950,2020-06-30,2020-07-08,300443.SZA,金雷股份,输配电气,increase,预增,116.83,129.22,123.025,"预计2020年1-6月归属于上市公司股东的净利润盈利:17,500万元至18,500万元,同比上年增长:116.83%至129.22%。"
951,2020-06-30,2020-07-08,002436.SZA,兴森科技,电子元件,increase,预增,164.83,173.46,169.145,"预计2020年1-6月归属于上市公司股东的净利润盈利:36,800万元至38,000万元,同比上年增长:164.83%至173.46%。"
952,2020-06-30,2020-07-08,002263.SZA,大东南,包装材料,increase,预增,645.35,782.65,714.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,800万元至4,500万元,同比上年增长:645.35%至782.65%。"
953,2020-06-30,2020-07-08,603301.SHA,振德医疗,医疗行业,increase,预增,1538.97,1588.89,1563.93,"预计2020年1-6月归属于上市公司股东的净利润盈利:98,510.5万元至101,510.5万元。"
954,2020-06-30,2020-07-08,601615.SHA,明阳智能,专用设备,increase,预增,34.8,67.75,51.275,"预计2020年1-6月归属于上市公司股东的净利润盈利:45,000万元至56,000万元,同比上年增长:34.8%至67.75%。"
955,2020-06-30,2020-07-08,300815.SZA,玉禾田,公用事业,increase,预增,130.0,160.0,145.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:31,217.37万元至35,289.2万元,同比上年增长:130%至160%。"
956,2020-06-30,2020-07-08,002891.SZA,中宠股份,食品饮料,increase,预增,160.76,191.8,176.28,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,200万元至4,700万元,同比上年增长:160.76%至191.8%。"
957,2020-06-30,2020-07-08,300841.SZA,康华生物,医药制造,increase,预增,112.33,118.23,115.28,"预计2020年1-6月归属于上市公司股东的净利润盈利:18,000万元-18,500万元,同比增长112.33%-118.23%。"
958,2020-06-30,2020-07-08,600845.SHA,宝信软件,软件服务,increase,预增,56.0,76.0,66.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:61,276.37万元至69,276.37万元,同比上年增长:56%至76%。"
959,2020-06-30,2020-07-08,002204.SZA,大连重工,专用设备,increase,预增,36.99,105.49,71.24,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,000万元至1,500万元,同比上年增长:36.99%至105.49%。"
960,2020-06-30,2020-07-08,300507.SZA,苏奥传感,汽车行业,increase,预增,150.0,180.0,165.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,695.98万元至5,259.48万元,同比上年增长:150%至180%。"
961,2020-06-30,2020-07-08,002635.SZA,安洁科技,电子元件,increase,预增,130.0,160.0,145.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:40,900.03万元至46,234.81万元,同比上年增长:130%至160%。"
962,2020-06-30,2020-07-08,300607.SZA,拓斯达,机械行业,increase,预增,344.69,374.69,359.69,"预计2020年1-6月归属于上市公司股东的净利润盈利:38,211.08万元至40,788.92万元,同比上年增长:344.69%至374.69%。"
963,2020-06-30,2020-07-08,002381.SZA,双箭股份,塑胶制品,increase,略增,10.0,30.0,20.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:13,477.97万元至15,928.51万元,同比上年增长:10%至30%。"
964,2020-06-30,2020-07-08,300308.SZA,中际旭创,通讯行业,increase,预增,62.08,91.5,76.79,"预计2020年1-6月归属于上市公司股东的净利润盈利:33,600万元至39,700万元,同比上年增长:62.08%至91.5%。"
965,2020-06-30,2020-07-08,300801.SZA,泰和科技,化工行业,increase,预增,40.0,60.0,50.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:11,685.09万元至13,354.38万元,同比上年增长:40%至60%。"
966,2020-06-30,2020-07-08,300138.SZA,晨光生物,农牧饲渔,increase,略增,29.7,40.51,35.105,"预计2020年1-6月归属于上市公司股东的净利润盈利:14,400万元至15,600万元,同比上年增长:29.7%至40.51%。"
967,2020-06-30,2020-07-08,300188.SZA,美亚柏科,软件服务,increase,预增,151.07,269.22,210.145,"预计2020年1-6月归属于上市公司股东的净利润盈利:340万元至500万元,同比上年增长:151.07%至269.22%。"
968,2020-06-30,2020-07-08,002223.SZA,鱼跃医疗,医疗行业,increase,预增,100.0,110.0,105.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:106,669.87万元-112,003.36万元,同比上年上升:100%-110%。"
969,2020-06-30,2020-07-08,900926.SHA,宝信B,软件服务,increase,预增,56.0,76.0,66.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:61,276.37万元至69,276.37万元,同比上年增长:56%至76%。"
970,2020-06-30,2020-07-08,000881.SZA,中广核技,综合行业,increase,预增,259.47,365.19,312.33,"预计2020年1-6月归属于上市公司股东的净利润盈利:17,000万元至22,000万元,同比上年增长:259.47%至365.19%。"
971,2020-06-30,2020-07-08,300285.SZA,国瓷材料,化工行业,increase,略增,0.92,4.95,2.935,"预计2020年1-6月归属于上市公司股东的净利润盈利:25,040万元至26,040万元,同比上年增长:0.92%至4.95%。"
972,2020-06-30,2020-07-08,002567.SZA,唐人神,农牧饲渔,increase,预增,788.58,899.66,844.12,"预计2020年1-6月归属于上市公司股东的净利润盈利:40,000万元至45,000万元,同比上年增长:788.58%至899.66%。"
973,2020-06-30,2020-07-08,000962.SZA,东方钽业,有色金属,increase,预增,345.0,550.0,447.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,300万元至1,900万元,同比上年增长:345%至550%。"
974,2020-06-30,2020-07-08,002039.SZA,黔源电力,电力行业,increase,预增,50.0,90.0,70.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:14,080.23万元至17,834.96万元,同比上年增长:50%至90%。"
975,2020-06-30,2020-07-08,000591.SZA,太阳能,电力行业,increase,预增,45.7,72.19,58.945,"预计2020年1-6月归属于上市公司股东的净利润盈利:约55,000万元至65,000万元,同比上年增长:约45.7%至72.19%。"
976,2020-06-30,2020-07-07,002255.SZA,*ST海陆,机械行业,increase,预增,265.61,279.41,272.51,"预计2020年1-6月归属于上市公司股东的净利润盈利:53,000万元至55,000万元,同比上年增长:265.61%至279.41%。"
977,2020-06-30,2020-07-07,002985.SZA,北摩高科,航天航空,increase,预增,67.0,101.0,84.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:10,000.00万元-12,000.00万元,较上年同期增长约67%-101%。"
978,2020-06-30,2020-07-07,300229.SZA,拓尔思,软件服务,increase,预增,40.0,60.0,50.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,776.88万元至4,316.43万元,同比上年增长:40%至60%。"
979,2020-06-30,2020-07-07,300114.SZA,中航电测,仪器仪表,increase,略增,10.0,30.0,20.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:13,681.86万元至16,169.47万元,同比上年增长:10%至30%。"
980,2020-06-30,2020-07-07,001696.SZA,宗申动力,交运设备,increase,预增,40.0,60.0,50.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:30,084.11万元至34,381.84万元,同比上年增长:40%至60%。"
981,2020-06-30,2020-07-07,000829.SZA,天音控股,通讯行业,increase,预增,452.49,531.41,491.95,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,000万元至8,000万元,同比上年增长:452.49%至531.41%。"
982,2020-06-30,2020-07-07,000159.SZA,国际实业,石油行业,increase,预增,378.7,552.77,465.735,"预计2020年1-6月归属于上市公司股东的净利润盈利:5,500万元至7,500万元,同比上年增长:378.7%至552.77%。"
983,2020-06-30,2020-07-07,300480.SZA,光力科技,专用设备,increase,略增,30.0,50.0,40.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,080.21万元至3,554.09万元,同比上年增长:30%至50%。"
984,2020-06-30,2020-07-07,000400.SZA,许继电气,输配电气,increase,预增,76.0,91.0,83.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:34,500万元至37,500万元,同比上年增长:76%至91%。"
985,2020-06-30,2020-07-07,600330.SHA,天通股份,电子元件,increase,预增,80.0,90.0,85.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:20,753万元至21,906万元,同比上年增长:80%至90%。"
986,2020-06-30,2020-07-07,000612.SZA,焦作万方,有色金属,increase,扭亏,478.8,595.35,537.075,"预计2020年1-6月归属于上市公司股东的净利润盈利:13,000万元至17,000万元。"
987,2020-06-30,2020-07-07,300529.SZA,健帆生物,医疗行业,increase,略增,30.0,50.0,40.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:39,749万元至45,864万元,同比上年增长:30%至50%。"
988,2020-06-30,2020-07-07,000661.SZA,长春高新,医药制造,increase,预增,70.0,90.0,80.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:123,527万元至138,060万元,同比上年增长:70%至90%。"
989,2020-06-30,2020-07-07,002709.SZA,天赐材料,化工行业,increase,预增,503.72,543.31,523.515,"预计2020年1-6月归属于上市公司股东的净利润盈利:30,500万元-32,500万元,同比增长503.72%-543.31%。"
990,2020-06-30,2020-07-07,300030.SZA,阳普医疗,医疗行业,increase,预增,590.0,620.0,605.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:11,324.42万元至11,816.78万元,同比上年增长:590%至620%。"
991,2020-06-30,2020-07-07,300693.SZA,盛弘股份,专用设备,increase,预增,827.48,940.58,884.03,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,100万元至4,600万元,同比上年增长:827.48%至940.58%。"
992,2020-06-30,2020-07-07,688060.SHA,云涌科技,软件服务,increase,预增,165.45,182.89,174.17,"预计2020年1-6月归属于上市公司股东的净利润:3,044.43万元至3,244.43万元,相比上年同期增加约165.45%至182.89%。"
993,2020-06-30,2020-07-07,002803.SZA,吉宏股份,文化传媒,increase,预增,71.0,76.0,73.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:25,312.84万元至26,052.98万元,同比上年增长:71%至76%。"
994,2020-06-30,2020-07-07,430755.SZA,华曦达,nan,increase,略增,24.4,42.17,33.285,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,400万元至1,600万元,同比上年增长:24.4%至42.17%。"
995,2020-06-30,2020-07-07,601872.SHA,招商轮船,港口水运,increase,预增,489.0,553.0,521.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:280,000万元至310,000万元,同比上年增长:489%至553%。"
996,2020-06-30,2020-07-07,831370.SHA,新安洁,nan,increase,预增,98.95,98.95,98.95,"预计2020年1-6月归属于上市公司股东的净利润盈利:5,100万元,同比上年增长:98.95%。"
997,2020-06-30,2020-07-07,830946.SHA,森萱医药,nan,increase,预增,42.86,51.27,47.065,"预计2020年1-6月归属于上市公司股东的净利润盈利:6,800万元至7,200万元,同比上年增长:42.86%至51.27%。"
998,2020-06-30,2020-07-07,300110.SZA,华仁药业,医药制造,increase,预增,146.81,193.09,169.95,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,200万元至3,800万元,同比上年增长:146.81%至193.09%。"
999,2020-06-30,2020-07-07,002714.SZA,牧原股份,农牧饲渔,increase,扭亏,6843.74,7164.87,7004.305,"预计2020年1-6月归属于上市公司股东的净利润盈利:1,050,000万元至1,100,000万元。"
1000,2020-06-30,2020-07-07,000557.SZA,西部创业,交运物流,increase,略增,5.81,5.81,5.81,"预计2020年1-6月归属于上市公司股东的净利润盈利:约7,011万元,同比上年增长:约5.81%。"
1001,2020-06-30,2020-07-07,300327.SZA,中颖电子,电子元件,increase,略增,5.0,10.0,7.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:9,216万元至9,655万元,同比上年增长:5%至10%。"
1002,2020-06-30,2020-07-07,002578.SZA,闽发铝业,有色金属,increase,预增,80.0,100.0,90.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,047.18万元至3,385.76万元,同比上年增长:80%至100%。"
1003,2020-06-30,2020-07-07,300124.SZA,汇川技术,仪器仪表,increase,预增,70.0,100.0,85.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:67,749.42万元至79,705.2万元,同比上年增长:70%至100%。"
1004,2020-06-30,2020-07-06,300174.SZA,元力股份,化工行业,increase,略增,20.0,40.0,30.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:5,367.02万元至6,261.53万元,同比上年增长:20%至40%。"
1005,2020-06-30,2020-07-06,603985.SHA,恒润股份,金属制品,increase,预增,154.55,201.69,178.12,"预计2020年1-6月归属于上市公司股东的净利润盈利:约16,200万元至19,200万元,同比上年增长:154.55%至201.69%。"
1006,2020-06-30,2020-07-06,833994.SHA,翰博高新,nan,increase,略增,38.18,41.91,40.045,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,400万元至7,600万元,同比上年增长:38.18%至41.91%。"
1007,2020-06-30,2020-07-06,002810.SZA,山东赫达,化工行业,increase,预增,50.0,55.0,52.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:12,067.38万元至12,469.63万元,同比上年增长:50%至55%。"
1008,2020-06-30,2020-07-06,000550.SZA,江铃汽车,汽车行业,increase,预增,252.54,252.54,252.54,"预计2020年1-6月归属于上市公司股东的净利润盈利:20,800万元,同比上年增长:252.54%。"
1009,2020-06-30,2020-07-06,300095.SZA,华伍股份,机械行业,increase,预增,130.0,160.0,145.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,526.01万元至8,507.67万元,同比上年增长:130%至160%。"
1010,2020-06-30,2020-07-06,300482.SZA,万孚生物,医药制造,increase,预增,100.0,120.0,110.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:41,301.86万元至45,432.05万元,同比上年增长:100%至120%。"
1011,2020-06-30,2020-07-06,002909.SZA,集泰股份,化工行业,increase,预增,43.83,91.77,67.8,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,500万元至6,000万元,同比上年增长:43.83%至91.77%。"
1012,2020-06-30,2020-07-06,200550.SZA,江铃B,汽车行业,increase,预增,252.54,252.54,252.54,"预计2020年1-6月归属于上市公司股东的净利润盈利:20,800万元,同比上年增长:252.54%。"
1013,2020-06-30,2020-07-06,300257.SZA,开山股份,机械行业,increase,预增,75.0,125.0,100.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:9,535.89万元至12,260.43万元,同比上年增长:75%至125%。"
1014,2020-06-30,2020-07-06,002124.SZA,天邦股份,农牧饲渔,increase,扭亏,502.9,530.12,516.51,"预计2020年1-6月归属于上市公司股东的净利润盈利:148,000万元至158,000万元,同比上年增长:502.9%至530.12%。"
1015,2020-06-30,2020-07-06,300151.SZA,昌红科技,专用设备,increase,预增,208.88,238.88,223.88,"预计2020年1-6月归属于上市公司股东的净利润盈利:9,500万元至10,422.68万元,同比上年增长:208.88%至238.88%。"
1016,2020-06-30,2020-07-04,002734.SZA,利民股份,农药兽药,increase,预增,45.0,55.0,50.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:28,809.02万元至30,795.85万元,同比上年增长:45%至55%。"
1017,2020-06-30,2020-07-04,002568.SZA,百润股份,食品饮料,increase,预增,50.0,60.0,55.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:20,510.69万元至21,878.06万元,同比上年增长:50%至60%。"
1018,2020-06-30,2020-07-04,300503.SZA,昊志机电,机械行业,increase,预增,421.4,461.51,441.455,"预计2020年1-6月归属于上市公司股东的净利润盈利:6,500万元至7,000万元,同比上年增长:421.4%至461.51%。"
1019,2020-06-30,2020-07-04,603916.SHA,苏博特,化工行业,increase,略增,20.0,30.0,25.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:16,064.4万元至17,403.1万元,同比上年增长:20%至30%。"
1020,2020-06-30,2020-07-04,002258.SZA,利尔化学,农药兽药,increase,预增,56.72,62.99,59.855,"预计2020年1-6月归属于上市公司股东的净利润盈利:25,000万元至26,000万元,同比上年增长:56.72%至62.99%。"
1021,2020-06-30,2020-07-04,300238.SZA,冠昊生物,医疗行业,increase,预增,190.0,210.0,200.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,500万元至2,700万元,同比上年增长:190%至210%。"
1022,2020-06-30,2020-07-03,600055.SHA,万东医疗,医疗行业,increase,预增,126.0,139.0,132.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:10,000万元至10,600万元,同比上年增长:126%至139%。"
1023,2020-06-30,2020-07-03,835033.SHA,精晶药业,nan,increase,预增,169.42,196.36,182.89,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,000万元至3,300万元,同比上年增长:169.42%至196.36%。"
1024,2020-06-30,2020-07-03,300562.SZA,乐心医疗,医疗行业,increase,预增,100.0,130.0,115.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,405.92万元至2,766.81万元,同比上年增长:100%至130%。"
1025,2020-06-30,2020-07-03,603317.SHA,天味食品,食品饮料,increase,预增,82.85,101.18,92.015,"预计2020年1-6月归属于上市公司股东的净利润盈利:18,759.18万元至20,639.18万元,同比上年增长:82.85%至101.18%。"
1026,2020-06-30,2020-07-03,603128.SHA,华贸物流,交运物流,increase,略增,40.0,50.0,45.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:25,925万元至27,777万元,同比上年增长:40%至50%。"
1027,2020-06-30,2020-07-03,000915.SZA,山大华特,医药制造,increase,预增,50.0,55.0,52.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:13,323万元至13,767万元,同比上年增长:50%至55%。"
1028,2020-06-30,2020-07-03,300206.SZA,理邦仪器,医疗行业,increase,预增,465.0,480.0,472.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:46,660.81万元至47,899.59万元,同比上年增长:465%至480%。"
1029,2020-06-30,2020-07-03,300002.SZA,神州泰岳,软件服务,increase,扭亏,135.86,146.44,141.15,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,800万元至10,100万元。"
1030,2020-06-30,2020-07-03,002669.SZA,康达新材,材料行业,increase,预增,50.0,80.0,65.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:8,799.9万元至10,559.88万元,同比上年增长:50%至80%。"
1031,2020-06-30,2020-07-03,300371.SZA,汇中股份,仪器仪表,increase,预增,30.0,60.0,45.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,547.95万元至4,366.7万元,同比上年增长:30%至60%。"
1032,2020-06-30,2020-07-03,603977.SHA,国泰集团,化工行业,increase,略增,25.0,50.0,37.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:约7,776.54万元至9,331.85万元,同比上年增长:25%至50%。"
1033,2020-06-30,2020-07-02,300261.SZA,雅本化学,农药兽药,increase,预增,1201.85,1231.11,1216.48,"预计2020年1-6月归属于上市公司股东的净利润盈利:8,900万元至9,100万元,同比上年增长:1201.85%至1231.11%。"
1034,2020-06-30,2020-07-02,000859.SZA,国风塑业,塑胶制品,increase,预增,50.0,100.0,75.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,280万元至2,960万元,同比上年增长:50%至100%。"
1035,2020-06-30,2020-07-02,000739.SZA,普洛药业,医药制造,increase,预增,45.28,55.25,50.265,"预计2020年1-6月归属于上市公司股东的净利润盈利:40,800万元至43,600万元,同比上年增长:45.28%至55.25%。"
1036,2020-06-30,2020-07-02,002681.SZA,*ST奋达,家电行业,increase,预增,900.0,1000.0,950.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:75,049.6万元至82,554.56万元,同比上年增长:900%至1000%。"
1037,2020-06-30,2020-07-02,300381.SZA,溢多利,医药制造,increase,预增,70.0,90.0,80.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:约6,653.85万元至7,436.66万元,同比上年增长:70%至90%。"
1038,2020-06-30,2020-07-02,002702.SZA,海欣食品,食品饮料,increase,预增,470.23,612.79,541.51,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,000万元-5,000万元,同比上年上升:470.23%-612.79%。"
1039,2020-06-30,2020-07-02,002216.SZA,三全食品,食品饮料,increase,预增,390.0,420.0,405.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:43,496.42万元至46,159.46万元,同比上年增长:390%至420%。"
1040,2020-06-30,2020-07-01,603189.SHA,网达软件,软件服务,increase,预增,95.2,131.8,113.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,200万元至3,800万元,同比上年增长:95.2%至131.8%。"
1041,2020-06-30,2020-07-01,300843.SZA,胜蓝股份,电子信息,increase,略增,7.39,19.14,13.265,"预计2020年1-6月归属于上市公司股东的净利润盈利:3,200万元-3,550万元,同比上年上升:7.39%-19.14%。"
1042,2020-06-30,2020-07-01,834223.SHA,永诚保险,nan,increase,略增,0.0,12.0,6.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:8,900万元至10,000万元,同比上年增长:0%至12%。"
1043,2020-06-30,2020-07-01,002577.SZA,雷柏科技,电子信息,increase,预增,943.0,1123.0,1033.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,900万元至3,400万元,同比上年增长:943%至1123%。"
1044,2020-06-30,2020-07-01,002617.SZA,露笑科技,输配电气,increase,略增,9.1,15.92,12.51,"预计2020年1-6月归属于上市公司股东的净利润盈利:16,000万元至17,000万元,同比上年增长:9.1%至15.92%。"
1045,2020-06-30,2020-07-01,601865.SHA,福莱特,玻璃陶瓷,increase,预增,60.92,80.08,70.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:42,000万元至47,000万元,同比上年增长:60.92%至80.08%。"
1046,2020-06-30,2020-07-01,300364.SZA,中文在线,文化传媒,increase,扭亏,116.52,119.82,118.17,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,500万元至3,000万元。"
1047,2020-06-30,2020-06-30,002585.SZA,双星新材,包装材料,increase,预增,150.0,200.0,175.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:20,000万元-24,000万元,同比上年上升:150%-200%。"
1048,2020-06-30,2020-06-30,300408.SZA,三环集团,电子元件,increase,略增,10.0,25.0,17.5,"预计2020年1-6月归属于上市公司股东的净利润盈利:51,577.39万元至58,610.68万元,同比上年增长:10%至25%。"
1049,2020-06-30,2020-06-30,300031.SZA,宝通科技,软件服务,increase,略增,30.0,50.0,40.0,"预计2020年1-6月归属于上市公司股东的净利润盈利:21,712.48万元至25,052.87万元,同比上年增长:30%至50%。"
1050,2020-06-30,2020-06-30,688488.SHA,艾迪药业,医药制造,increase,预增,56.0,56.0,56.0,"预计2020年1-6月归属于上市公司股东的净利润盈利2500万元,同比上年增长56%。"
