ts_code,symbol,name,area,industry,market,list_status,list_date,delist_date,industry_code
601113.SH,601113,ST华鼎,浙江,化纤,主板,L,20110509,,44
601116.SH,601116,三江购物,浙江,超市连锁,主板,L,20110302,,85
601117.SH,601117,中国化学,北京,建筑工程,主板,L,20100107,,8
601118.SH,601118,海南橡胶,海南,橡胶,主板,L,20110107,,93
601126.SH,601126,四方股份,北京,电气设备,主板,L,20101231,,25
601127.SH,601127,小康股份,重庆,汽车配件,主板,L,20160615,,19
601128.SH,601128,常熟银行,江苏,银行,主板,L,20160930,,0
601137.SH,601137,博威合金,浙江,铜,主板,L,20110127,,76
601138.SH,601138,工业富联,深圳,通信设备,主板,L,20180608,,31
601139.SH,601139,深圳燃气,深圳,供气供热,主板,L,20091225,,48
601155.SH,601155,新城控股,江苏,区域地产,主板,L,20151204,,4
601158.SH,601158,重庆水务,重庆,水务,主板,L,20100329,,68
601162.SH,601162,天风证券,湖北,证券,主板,L,20181019,,43
601163.SH,601163,三角轮胎,山东,汽车配件,主板,L,20160909,,19
601166.SH,601166,兴业银行,福建,银行,主板,L,20070205,,0
601168.SH,601168,西部矿业,青海,铜,主板,L,20070712,,76
601169.SH,601169,北京银行,北京,银行,主板,L,20070919,,0
601177.SH,601177,杭齿前进,浙江,机械基件,主板,L,20101011,,61
601179.SH,601179,中国西电,陕西,电气设备,主板,L,20100128,,25
601186.SH,601186,中国铁建,北京,建筑工程,主板,L,20080310,,8
601187.SH,601187,厦门银行,福建,银行,主板,L,20201027,,0
601188.SH,601188,龙江交通,黑龙江,路桥,主板,L,20100319,,53
601198.SH,601198,东兴证券,北京,证券,主板,L,20150226,,43
601199.SH,601199,江南水务,江苏,水务,主板,L,20110317,,68
601200.SH,601200,上海环境,上海,环境保护,主板,L,20170331,,3
601208.SH,601208,东材科技,四川,化工原料,主板,L,20110520,,57
601211.SH,601211,国泰君安,上海,证券,主板,L,20150626,,43
601212.SH,601212,白银有色,甘肃,铜,主板,L,20170215,,76
601216.SH,601216,君正集团,内蒙,化工原料,主板,L,20110222,,57
601218.SH,601218,吉鑫科技,江苏,机械基件,主板,L,20110506,,61
601222.SH,601222,林洋能源,江苏,电器仪表,主板,L,20110808,,96
601225.SH,601225,陕西煤业,陕西,煤炭开采,主板,L,20140128,,63
601226.SH,601226,华电重工,北京,专用机械,主板,L,20141211,,47
601228.SH,601228,广州港,广东,港口,主板,L,20170329,,33
601229.SH,601229,上海银行,上海,银行,主板,L,20161116,,0
601231.SH,601231,环旭电子,上海,元器件,主板,L,20120220,,13
601233.SH,601233,桐昆股份,浙江,化纤,主板,L,20110518,,44
601236.SH,601236,红塔证券,云南,证券,主板,L,20190705,,43
601238.SH,601238,广汽集团,广东,汽车整车,主板,L,20120329,,62
601258.SH,601258,ST庞大,河北,汽车服务,主板,L,20110428,,16
601288.SH,601288,农业银行,北京,银行,主板,L,20100715,,0
601298.SH,601298,青岛港,山东,港口,主板,L,20190121,,33
601311.SH,601311,骆驼股份,湖北,电气设备,主板,L,20110602,,25
601318.SH,601318,中国平安,深圳,保险,主板,L,20070301,,73
601319.SH,601319,中国人保,北京,保险,主板,L,20181116,,73
601326.SH,601326,秦港股份,河北,港口,主板,L,20170816,,33
601328.SH,601328,交通银行,上海,银行,主板,L,20070515,,0
601330.SH,601330,绿色动力,深圳,环境保护,主板,L,20180611,,3
601333.SH,601333,广深铁路,深圳,铁路,主板,L,20061222,,64
601336.SH,601336,新华保险,北京,保险,主板,L,20111216,,73
601339.SH,601339,百隆东方,浙江,纺织,主板,L,20120612,,71
601360.SH,601360,三六零,天津,互联网,主板,L,20120116,,2
601366.SH,601366,利群股份,山东,百货,主板,L,20170412,,51
601368.SH,601368,绿城水务,广西,水务,主板,L,20150612,,68
601369.SH,601369,陕鼓动力,陕西,机械基件,主板,L,20100428,,61
601375.SH,601375,中原证券,河南,证券,主板,L,20170103,,43
601377.SH,601377,兴业证券,福建,证券,主板,L,20101013,,43
601388.SH,601388,怡球资源,江苏,铝,主板,L,20120423,,72
601390.SH,601390,中国中铁,北京,建筑工程,主板,L,20071203,,8
601398.SH,601398,工商银行,北京,银行,主板,L,20061027,,0
601399.SH,601399,ST国重装,四川,工程机械,主板,L,20200608,,41
601456.SH,601456,国联证券,江苏,证券,主板,L,20200731,,43
601500.SH,601500,通用股份,江苏,汽车配件,主板,L,20160919,,19
601512.SH,601512,中新集团,江苏,园区开发,主板,L,20191220,,74
601515.SH,601515,东风股份,广东,广告包装,主板,L,20120216,,20
601518.SH,601518,吉林高速,吉林,路桥,主板,L,20100319,,53
601519.SH,601519,大智慧,上海,软件服务,主板,L,20110128,,42
601555.SH,601555,东吴证券,江苏,证券,主板,L,20111212,,43
601566.SH,601566,九牧王,福建,服饰,主板,L,20110530,,97
601567.SH,601567,三星医疗,浙江,电器仪表,主板,L,20110615,,96
601568.SH,601568,北元集团,陕西,化工原料,主板,L,20201020,,57
601577.SH,601577,长沙银行,湖南,银行,主板,L,20180926,,0
601579.SH,601579,会稽山,浙江,红黄酒,主板,L,20140825,,92
601588.SH,601588,北辰实业,北京,区域地产,主板,L,20061016,,4
601595.SH,601595,上海电影,上海,影视音像,主板,L,20160817,,40
601598.SH,601598,中国外运,北京,仓储物流,主板,L,20190118,,98
601599.SH,601599,鹿港文化,江苏,影视音像,主板,L,20110527,,40
601600.SH,601600,中国铝业,北京,铝,主板,L,20070430,,72
601601.SH,601601,中国太保,上海,保险,主板,L,20071225,,73
601606.SH,601606,长城军工,安徽,专用机械,主板,L,20180806,,47
601607.SH,601607,上海医药,上海,医药商业,主板,L,19940324,,18
601608.SH,601608,中信重工,河南,专用机械,主板,L,20120706,,47
601609.SH,601609,金田铜业,浙江,铜,主板,L,20200422,,76
601611.SH,601611,中国核建,上海,建筑工程,主板,L,20160606,,8
601615.SH,601615,明阳智能,广东,机械基件,主板,L,20190123,,61
601616.SH,601616,广电电气,上海,电气设备,主板,L,20110201,,25
601618.SH,601618,中国中冶,北京,建筑工程,主板,L,20090921,,8
601619.SH,601619,嘉泽新能,宁夏,新型电力,主板,L,20170720,,22
601628.SH,601628,中国人寿,北京,保险,主板,L,20070109,,73
601633.SH,601633,长城汽车,河北,汽车整车,主板,L,20110928,,62
601636.SH,601636,旗滨集团,湖南,玻璃,主板,L,20110812,,9
601658.SH,601658,邮储银行,北京,银行,主板,L,20191210,,0
601666.SH,601666,平煤股份,河南,煤炭开采,主板,L,20061123,,63
601668.SH,601668,中国建筑,北京,建筑工程,主板,L,20090729,,8
601669.SH,601669,中国电建,北京,建筑工程,主板,L,20111018,,8
601677.SH,601677,明泰铝业,河南,铝,主板,L,20110919,,72
601678.SH,601678,滨化股份,山东,化工原料,主板,L,20100223,,57
601688.SH,601688,华泰证券,江苏,证券,主板,L,20100226,,43
601689.SH,601689,拓普集团,浙江,汽车配件,主板,L,20150319,,19
601696.SH,601696,中银证券,上海,证券,主板,L,20200226,,43
601698.SH,601698,中国卫通,北京,电信运营,主板,L,20190628,,103
601699.SH,601699,潞安环能,山西,煤炭开采,主板,L,20060922,,63
601700.SH,601700,风范股份,江苏,电气设备,主板,L,20110118,,25
601702.SH,601702,华峰铝业,上海,铝,主板,L,20200907,,72
601717.SH,601717,郑煤机,河南,汽车配件,主板,L,20100803,,19
601718.SH,601718,际华集团,北京,服饰,主板,L,20100816,,97
601727.SH,601727,上海电气,上海,电气设备,主板,L,20081205,,25
601766.SH,601766,中国中车,北京,运输设备,主板,L,20080818,,6
601777.SH,601777,*ST力帆,重庆,摩托车,主板,L,20101125,,95
601778.SH,601778,晶科科技,江西,新型电力,主板,L,20200519,,22
601788.SH,601788,光大证券,上海,证券,主板,L,20090818,,43
601789.SH,601789,宁波建工,浙江,建筑工程,主板,L,20110816,,8
601798.SH,601798,蓝科高新,甘肃,化工机械,主板,L,20110622,,90
601799.SH,601799,星宇股份,江苏,汽车配件,主板,L,20110201,,19
601800.SH,601800,中国交建,北京,建筑工程,主板,L,20120309,,8
601801.SH,601801,皖新传媒,安徽,出版业,主板,L,20100118,,81
601808.SH,601808,中海油服,天津,石油开采,主板,L,20070928,,104
601811.SH,601811,新华文轩,四川,出版业,主板,L,20160808,,81
601816.SH,601816,京沪高铁,北京,铁路,主板,L,20200116,,64
601818.SH,601818,光大银行,北京,银行,主板,L,20100818,,0
601827.SH,601827,三峰环境,重庆,环境保护,主板,L,20200605,,3
601828.SH,601828,美凯龙,上海,其他商业,主板,L,20180117,,12
601838.SH,601838,成都银行,四川,银行,主板,L,20180131,,0
601857.SH,601857,中国石油,北京,石油开采,主板,L,20071105,,104
601858.SH,601858,中国科传,北京,出版业,主板,L,20170118,,81
601860.SH,601860,紫金银行,江苏,银行,主板,L,20190103,,0
601865.SH,601865,福莱特,浙江,玻璃,主板,L,20190215,,9
601866.SH,601866,中远海发,上海,水运,主板,L,20071212,,59
601869.SH,601869,长飞光纤,湖北,通信设备,主板,L,20180720,,31
601872.SH,601872,招商轮船,上海,水运,主板,L,20061201,,59
601877.SH,601877,正泰电器,浙江,电气设备,主板,L,20100121,,25
601878.SH,601878,浙商证券,浙江,证券,主板,L,20170626,,43
601880.SH,601880,大连港,辽宁,港口,主板,L,20101206,,33
601881.SH,601881,中国银河,北京,证券,主板,L,20170123,,43
601882.SH,601882,海天精工,浙江,机床制造,主板,L,20161107,,50
601886.SH,601886,江河集团,北京,装修装饰,主板,L,20110818,,101
601888.SH,601888,中国中免,北京,旅游服务,主板,L,20091015,,70
601890.SH,601890,亚星锚链,江苏,船舶,主板,L,20101228,,109
601898.SH,601898,中煤能源,北京,煤炭开采,主板,L,20080201,,63
601899.SH,601899,紫金矿业,福建,黄金,主板,L,20080425,,56
601900.SH,601900,南方传媒,广东,出版业,主板,L,20160215,,81
601901.SH,601901,方正证券,湖南,证券,主板,L,20110810,,43
601908.SH,601908,京运通,北京,新型电力,主板,L,20110908,,22
601916.SH,601916,浙商银行,浙江,银行,主板,L,20191126,,0
601918.SH,601918,新集能源,安徽,煤炭开采,主板,L,20071219,,63
601919.SH,601919,中远海控,天津,水运,主板,L,20070626,,59
601928.SH,601928,凤凰传媒,江苏,出版业,主板,L,20111130,,81
601929.SH,601929,吉视传媒,吉林,影视音像,主板,L,20120223,,40
601933.SH,601933,永辉超市,福建,超市连锁,主板,L,20101215,,85
601939.SH,601939,建设银行,北京,银行,主板,L,20070925,,0
601949.SH,601949,中国出版,北京,出版业,主板,L,20170821,,81
601952.SH,601952,苏垦农发,江苏,种植业,主板,L,20170515,,80
601958.SH,601958,金钼股份,陕西,小金属,主板,L,20080417,,75
601965.SH,601965,中国汽研,重庆,汽车服务,主板,L,20120611,,16
601966.SH,601966,玲珑轮胎,山东,汽车配件,主板,L,20160706,,19
601968.SH,601968,宝钢包装,上海,广告包装,主板,L,20150611,,20
601969.SH,601969,海南矿业,海南,普钢,主板,L,20141209,,77
601975.SH,601975,招商南油,江苏,水运,主板,L,20190108,,59
601985.SH,601985,中国核电,北京,新型电力,主板,L,20150610,,22
601988.SH,601988,中国银行,北京,银行,主板,L,20060705,,0
601989.SH,601989,中国重工,北京,船舶,主板,L,20091216,,109
601990.SH,601990,南京证券,江苏,证券,主板,L,20180613,,43
601991.SH,601991,大唐发电,北京,火力发电,主板,L,20061220,,17
601992.SH,601992,金隅集团,北京,水泥,主板,L,20110301,,45
601995.SH,601995,中金公司,北京,证券,主板,L,20201102,,43
601996.SH,601996,丰林集团,广西,家居用品,主板,L,20110929,,94
601997.SH,601997,贵阳银行,贵州,银行,主板,L,20160816,,0
601998.SH,601998,中信银行,北京,银行,主板,L,20070427,,0
601999.SH,601999,出版传媒,辽宁,出版业,主板,L,20071221,,81
603000.SH,603000,人民网,北京,互联网,主板,L,20120427,,2
603001.SH,603001,奥康国际,浙江,服饰,主板,L,20120426,,97
603002.SH,603002,宏昌电子,广东,化工原料,主板,L,20120518,,57
603003.SH,603003,龙宇燃油,上海,石油贸易,主板,L,20120817,,35
603005.SH,603005,晶方科技,江苏,半导体,主板,L,20140210,,102
603006.SH,603006,联明股份,上海,汽车配件,主板,L,20140630,,19
603007.SH,603007,花王股份,江苏,建筑工程,主板,L,20160826,,8
603008.SH,603008,喜临门,浙江,家居用品,主板,L,20120717,,94
603009.SH,603009,北特科技,上海,汽车配件,主板,L,20140718,,19
603010.SH,603010,万盛股份,浙江,化工原料,主板,L,20141010,,57
603011.SH,603011,合锻智能,安徽,机床制造,主板,L,20141107,,50
603012.SH,603012,创力集团,上海,专用机械,主板,L,20150320,,47
603013.SH,603013,亚普股份,江苏,汽车配件,主板,L,20180509,,19
603015.SH,603015,弘讯科技,浙江,电气设备,主板,L,20150303,,25
603016.SH,603016,新宏泰,江苏,电气设备,主板,L,20160701,,25
603017.SH,603017,中衡设计,江苏,建筑工程,主板,L,20141231,,8
603018.SH,603018,中设集团,江苏,建筑工程,主板,L,20141013,,8
603019.SH,603019,中科曙光,天津,IT设备,主板,L,20141106,,14
603020.SH,603020,爱普股份,上海,食品,主板,L,20150325,,55
603021.SH,603021,山东华鹏,山东,玻璃,主板,L,20150423,,9
603022.SH,603022,新通联,上海,广告包装,主板,L,20150518,,20
603023.SH,603023,威帝股份,黑龙江,汽车配件,主板,L,20150527,,19
603025.SH,603025,大豪科技,北京,IT设备,主板,L,20150422,,14
603026.SH,603026,石大胜华,山东,化工原料,主板,L,20150529,,57
603027.SH,603027,千禾味业,四川,食品,主板,L,20160307,,55
603028.SH,603028,赛福天,江苏,钢加工,主板,L,20160331,,86
603029.SH,603029,天鹅股份,山东,农用机械,主板,L,20160427,,88
603030.SH,603030,全筑股份,上海,装修装饰,主板,L,20150320,,101
603031.SH,603031,安德利,安徽,百货,主板,L,20160822,,51
603032.SH,603032,德新交运,新疆,公路,主板,L,20170105,,84
603033.SH,603033,三维股份,浙江,橡胶,主板,L,20161207,,93
603035.SH,603035,常熟汽饰,江苏,汽车配件,主板,L,20170105,,19
603036.SH,603036,如通股份,江苏,专用机械,主板,L,20161209,,47
603037.SH,603037,凯众股份,上海,汽车配件,主板,L,20170120,,19
603038.SH,603038,华立股份,广东,装修装饰,主板,L,20170116,,101
603039.SH,603039,泛微网络,上海,软件服务,主板,L,20170113,,42
603040.SH,603040,新坐标,浙江,机械基件,主板,L,20170209,,61
603041.SH,603041,美思德,江苏,化工原料,主板,L,20170330,,57
603042.SH,603042,华脉科技,江苏,通信设备,主板,L,20170602,,31
603043.SH,603043,广州酒家,广东,食品,主板,L,20170627,,55
603045.SH,603045,福达合金,浙江,电气设备,主板,L,20180517,,25
603050.SH,603050,科林电气,河北,电气设备,主板,L,20170414,,25
603053.SH,603053,成都燃气,四川,供气供热,主板,L,20191217,,48
603055.SH,603055,台华新材,浙江,纺织,主板,L,20170921,,71
603056.SH,603056,德邦股份,上海,仓储物流,主板,L,20180116,,98
603058.SH,603058,永吉股份,贵州,广告包装,主板,L,20161223,,20
603059.SH,603059,倍加洁,江苏,家居用品,主板,L,20180302,,94
603060.SH,603060,国检集团,北京,建筑工程,主板,L,20161109,,8
603063.SH,603063,禾望电气,深圳,电气设备,主板,L,20170728,,25
603066.SH,603066,音飞储存,江苏,仓储物流,主板,L,20150611,,98
603067.SH,603067,振华股份,湖北,化工原料,主板,L,20160913,,57
603068.SH,603068,博通集成,上海,半导体,主板,L,20190415,,102
603069.SH,603069,海汽集团,海南,公路,主板,L,20160712,,84
603076.SH,603076,乐惠国际,浙江,专用机械,主板,L,20171113,,47
603077.SH,603077,和邦生物,四川,化工原料,主板,L,20120731,,57
603078.SH,603078,江化微,江苏,化工原料,主板,L,20170410,,57
603079.SH,603079,圣达生物,浙江,食品,主板,L,20170823,,55
603080.SH,603080,新疆火炬,新疆,供气供热,主板,L,20180103,,48
603081.SH,603081,大丰实业,浙江,专用机械,主板,L,20170420,,47
603083.SH,603083,剑桥科技,上海,通信设备,主板,L,20171110,,31
603085.SH,603085,天成自控,浙江,汽车配件,主板,L,20150630,,19
603086.SH,603086,先达股份,山东,农药化肥,主板,L,20170511,,49
603087.SH,603087,甘李药业,北京,生物制药,主板,L,20200629,,46
603088.SH,603088,宁波精达,浙江,专用机械,主板,L,20141111,,47
603089.SH,603089,正裕工业,浙江,汽车配件,主板,L,20170126,,19
603090.SH,603090,宏盛股份,江苏,专用机械,主板,L,20160831,,47
603093.SH,603093,南华期货,浙江,多元金融,主板,L,20190830,,23
603095.SH,603095,越剑智能,浙江,纺织机械,主板,L,20200415,,99
603096.SH,603096,新经典,天津,出版业,主板,L,20170425,,81
603098.SH,603098,森特股份,北京,装修装饰,主板,L,20161216,,101
603099.SH,603099,长白山,吉林,旅游景点,主板,L,20140822,,32
603100.SH,603100,川仪股份,重庆,电器仪表,主板,L,20140805,,96
603101.SH,603101,汇嘉时代,新疆,百货,主板,L,20160506,,51
603103.SH,603103,横店影视,浙江,影视音像,主板,L,20171012,,40
603105.SH,603105,芯能科技,浙江,电气设备,主板,L,20180709,,25
603106.SH,603106,恒银科技,天津,IT设备,主板,L,20170920,,14
603108.SH,603108,润达医疗,上海,医药商业,主板,L,20150527,,18
603109.SH,603109,神驰机电,重庆,电气设备,主板,L,20191231,,25
603110.SH,603110,东方材料,浙江,染料涂料,主板,L,20171013,,65
603111.SH,603111,康尼机电,江苏,运输设备,主板,L,20140801,,6
603112.SH,603112,华翔股份,山西,机械基件,主板,L,20200917,,61
603113.SH,603113,金能科技,山东,化工原料,主板,L,20170511,,57
603115.SH,603115,海星股份,江苏,元器件,主板,L,20190809,,13
603116.SH,603116,红蜻蜓,浙江,服饰,主板,L,20150629,,97
603117.SH,603117,万林物流,江苏,仓储物流,主板,L,20150629,,98
603118.SH,603118,共进股份,深圳,通信设备,主板,L,20150225,,31
603121.SH,603121,华培动力,上海,汽车配件,主板,L,20190111,,19
603123.SH,603123,翠微股份,北京,百货,主板,L,20120503,,51
603126.SH,603126,中材节能,天津,环境保护,主板,L,20140731,,3
603127.SH,603127,昭衍新药,北京,医疗保健,主板,L,20170825,,37
603128.SH,603128,华贸物流,上海,仓储物流,主板,L,20120529,,98
603129.SH,603129,春风动力,浙江,摩托车,主板,L,20170818,,95
603131.SH,603131,上海沪工,上海,专用机械,主板,L,20160607,,47
603133.SH,603133,碳元科技,江苏,元器件,主板,L,20170320,,13
603136.SH,603136,天目湖,江苏,旅游景点,主板,L,20170927,,32
603138.SH,603138,海量数据,北京,软件服务,主板,L,20170306,,42
603139.SH,603139,康惠制药,陕西,中成药,主板,L,20170421,,52
603155.SH,603155,新亚强,江苏,化工原料,主板,L,20200901,,57
603156.SH,603156,养元饮品,河北,软饮料,主板,L,20180212,,89
603157.SH,603157,*ST拉夏,新疆,服饰,主板,L,20170925,,97
603158.SH,603158,腾龙股份,江苏,汽车配件,主板,L,20150320,,19
603159.SH,603159,上海亚虹,上海,专用机械,主板,L,20160812,,47
603160.SH,603160,汇顶科技,深圳,元器件,主板,L,20161017,,13
603161.SH,603161,科华控股,江苏,汽车配件,主板,L,20180105,,19
603165.SH,603165,荣晟环保,浙江,造纸,主板,L,20170117,,54
603166.SH,603166,福达股份,广西,汽车配件,主板,L,20141127,,19
603167.SH,603167,渤海轮渡,山东,水运,主板,L,20120906,,59
603168.SH,603168,莎普爱思,浙江,化学制药,主板,L,20140702,,39
603169.SH,603169,兰石重装,甘肃,专用机械,主板,L,20141009,,47
603177.SH,603177,德创环保,浙江,环境保护,主板,L,20170207,,3
603178.SH,603178,圣龙股份,浙江,汽车配件,主板,L,20170328,,19
603179.SH,603179,新泉股份,江苏,汽车配件,主板,L,20170317,,19
603180.SH,603180,金牌厨柜,福建,家居用品,主板,L,20170512,,94
603181.SH,603181,皇马科技,浙江,化工原料,主板,L,20170824,,57
603183.SH,603183,建研院,江苏,建筑工程,主板,L,20170905,,8
603185.SH,603185,上机数控,江苏,机床制造,主板,L,20181228,,50
603186.SH,603186,华正新材,浙江,元器件,主板,L,20170103,,13
603187.SH,603187,海容冷链,山东,机械基件,主板,L,20181129,,61
603188.SH,603188,ST亚邦,江苏,染料涂料,主板,L,20140909,,65
603189.SH,603189,网达软件,上海,软件服务,主板,L,20160914,,42
603192.SH,603192,汇得科技,上海,化工原料,主板,L,20180828,,57
603195.SH,603195,公牛集团,浙江,电气设备,主板,L,20200206,,25
603196.SH,603196,日播时尚,上海,服饰,主板,L,20170531,,97
603197.SH,603197,保隆科技,上海,汽车配件,主板,L,20170519,,19
603198.SH,603198,迎驾贡酒,安徽,白酒,主板,L,20150528,,66
603199.SH,603199,九华旅游,安徽,旅游景点,主板,L,20150326,,32
603200.SH,603200,上海洗霸,上海,环境保护,主板,L,20170601,,3
603203.SH,603203,快克股份,江苏,专用机械,主板,L,20161108,,47
603208.SH,603208,江山欧派,浙江,家居用品,主板,L,20170210,,94
603212.SH,603212,赛伍技术,江苏,塑料,主板,L,20200430,,91
603214.SH,603214,爱婴室,上海,百货,主板,L,20180330,,51
603217.SH,603217,元利科技,山东,化工原料,主板,L,20190620,,57
603218.SH,603218,日月股份,浙江,工程机械,主板,L,20161228,,41
603220.SH,603220,中贝通信,湖北,通信设备,主板,L,20181115,,31
603221.SH,603221,爱丽家居,江苏,家居用品,主板,L,20200323,,94
603222.SH,603222,济民制药,浙江,化学制药,主板,L,20150217,,39
603223.SH,603223,恒通股份,山东,供气供热,主板,L,20150630,,48
603225.SH,603225,新凤鸣,浙江,化纤,主板,L,20170418,,44
603226.SH,603226,菲林格尔,上海,家居用品,主板,L,20170615,,94
603227.SH,603227,雪峰科技,新疆,化工原料,主板,L,20150515,,57
603228.SH,603228,景旺电子,深圳,元器件,主板,L,20170106,,13
603229.SH,603229,奥翔药业,浙江,化学制药,主板,L,20170509,,39
603232.SH,603232,格尔软件,上海,软件服务,主板,L,20170421,,42
603233.SH,603233,大参林,广东,医药商业,主板,L,20170731,,18
603236.SH,603236,移远通信,上海,通信设备,主板,L,20190716,,31
603238.SH,603238,诺邦股份,浙江,纺织,主板,L,20170222,,71
603239.SH,603239,浙江仙通,浙江,汽车配件,主板,L,20161230,,19
603256.SH,603256,宏和科技,上海,玻璃,主板,L,20190719,,9
603258.SH,603258,电魂网络,浙江,互联网,主板,L,20161026,,2
603259.SH,603259,药明康德,江苏,化学制药,主板,L,20180508,,39
603260.SH,603260,合盛硅业,浙江,化工原料,主板,L,20171030,,57
603266.SH,603266,天龙股份,浙江,塑料,主板,L,20170110,,91
603267.SH,603267,鸿远电子,北京,元器件,主板,L,20190515,,13
603268.SH,603268,松发股份,广东,陶瓷,主板,L,20150319,,108
603269.SH,603269,海鸥股份,江苏,机械基件,主板,L,20170517,,61
603277.SH,603277,银都股份,浙江,专用机械,主板,L,20170911,,47
603278.SH,603278,大业股份,山东,钢加工,主板,L,20171113,,86
603279.SH,603279,景津环保,山东,环境保护,主板,L,20190729,,3
603283.SH,603283,赛腾股份,江苏,专用机械,主板,L,20171225,,47
603286.SH,603286,日盈电子,江苏,汽车配件,主板,L,20170627,,19
603288.SH,603288,海天味业,广东,食品,主板,L,20140211,,55
603289.SH,603289,泰瑞机器,浙江,专用机械,主板,L,20171031,,47
603290.SH,603290,斯达半导,浙江,半导体,主板,L,20200204,,102
603297.SH,603297,永新光学,浙江,电器仪表,主板,L,20180910,,96
603298.SH,603298,杭叉集团,浙江,专用机械,主板,L,20161227,,47
603299.SH,603299,苏盐井神,江苏,化工原料,主板,L,20151231,,57
603300.SH,603300,华铁应急,浙江,钢加工,主板,L,20150529,,86
603301.SH,603301,振德医疗,浙江,医疗保健,主板,L,20180412,,37
603303.SH,603303,得邦照明,浙江,家用电器,主板,L,20170330,,10
603305.SH,603305,旭升股份,浙江,汽车配件,主板,L,20170710,,19
603306.SH,603306,华懋科技,福建,汽车配件,主板,L,20140926,,19
603308.SH,603308,应流股份,安徽,专用机械,主板,L,20140122,,47
603309.SH,603309,维力医疗,广东,医疗保健,主板,L,20150302,,37
603311.SH,603311,金海环境,浙江,专用机械,主板,L,20150518,,47
603313.SH,603313,梦百合,江苏,家居用品,主板,L,20161013,,94
603315.SH,603315,福鞍股份,辽宁,机械基件,主板,L,20150424,,61
603316.SH,603316,诚邦股份,浙江,建筑工程,主板,L,20170619,,8
603317.SH,603317,天味食品,四川,食品,主板,L,20190416,,55
603318.SH,603318,派思股份,辽宁,专用机械,主板,L,20150424,,47
603319.SH,603319,湘油泵,湖南,汽车配件,主板,L,20161130,,19
603320.SH,603320,迪贝电气,浙江,机械基件,主板,L,20170502,,61
603321.SH,603321,梅轮电梯,浙江,运输设备,主板,L,20170915,,6
603322.SH,603322,超讯通信,广东,通信设备,主板,L,20160728,,31
603323.SH,603323,苏农银行,江苏,银行,主板,L,20161129,,0
603326.SH,603326,我乐家居,江苏,家居用品,主板,L,20170616,,94
603327.SH,603327,福蓉科技,四川,元器件,主板,L,20190523,,13
603328.SH,603328,依顿电子,广东,元器件,主板,L,20140701,,13
603329.SH,603329,上海雅仕,上海,仓储物流,主板,L,20171229,,98
603330.SH,603330,上海天洋,上海,塑料,主板,L,20170213,,91
603331.SH,603331,百达精工,浙江,专用机械,主板,L,20170705,,47
603332.SH,603332,苏州龙杰,江苏,化纤,主板,L,20190117,,44
603333.SH,603333,尚纬股份,四川,电气设备,主板,L,20120507,,25
603335.SH,603335,迪生力,广东,汽车配件,主板,L,20170620,,19
603336.SH,603336,宏辉果蔬,广东,农业综合,主板,L,20161124,,29
603337.SH,603337,杰克股份,浙江,纺织机械,主板,L,20170119,,99
603338.SH,603338,浙江鼎力,浙江,专用机械,主板,L,20150325,,47
603339.SH,603339,四方科技,江苏,专用机械,主板,L,20160519,,47
603345.SH,603345,安井食品,福建,食品,主板,L,20170222,,55
603348.SH,603348,文灿股份,广东,汽车配件,主板,L,20180426,,19
603351.SH,603351,威尔药业,江苏,化学制药,主板,L,20190130,,39
603353.SH,603353,和顺石油,湖南,石油贸易,主板,L,20200407,,35
603355.SH,603355,莱克电气,江苏,家用电器,主板,L,20150513,,10
603356.SH,603356,华菱精工,安徽,机械基件,主板,L,20180124,,61
603357.SH,603357,设计总院,安徽,建筑工程,主板,L,20170801,,8
603358.SH,603358,华达科技,江苏,汽车配件,主板,L,20170125,,19
603359.SH,603359,东珠生态,江苏,环境保护,主板,L,20170901,,3
603360.SH,603360,百傲化学,辽宁,化工原料,主板,L,20170206,,57
603363.SH,603363,傲农生物,福建,饲料,主板,L,20170926,,24
603365.SH,603365,水星家纺,上海,纺织,主板,L,20171120,,71
603366.SH,603366,日出东方,江苏,家用电器,主板,L,20120521,,10
603367.SH,603367,辰欣药业,山东,化学制药,主板,L,20170929,,39
603368.SH,603368,柳药股份,广西,医药商业,主板,L,20141204,,18
603369.SH,603369,今世缘,江苏,白酒,主板,L,20140703,,66
603377.SH,603377,东方时尚,北京,汽车服务,主板,L,20160205,,16
603378.SH,603378,亚士创能,上海,染料涂料,主板,L,20170928,,65
603379.SH,603379,三美股份,浙江,化工原料,主板,L,20190402,,57
603380.SH,603380,易德龙,江苏,元器件,主板,L,20170622,,13
603383.SH,603383,顶点软件,福建,软件服务,主板,L,20170522,,42
603385.SH,603385,惠达卫浴,河北,家居用品,主板,L,20170405,,94
603386.SH,603386,广东骏亚,广东,元器件,主板,L,20170912,,13
603387.SH,603387,基蛋生物,江苏,医疗保健,主板,L,20170717,,37
603388.SH,603388,元成股份,浙江,建筑工程,主板,L,20170324,,8
603389.SH,603389,*ST亚振,江苏,家居用品,主板,L,20161215,,94
603390.SH,603390,通达电气,广东,汽车配件,主板,L,20191125,,19
603392.SH,603392,万泰生物,北京,医疗保健,主板,L,20200429,,37
603393.SH,603393,新天然气,新疆,供气供热,主板,L,20160912,,48
603396.SH,603396,金辰股份,辽宁,专用机械,主板,L,20171018,,47
603398.SH,603398,邦宝益智,广东,文教休闲,主板,L,20151209,,11
