,rtn,pure_rtn,zz500_rtn,in_date,code,pub_date,sum_pure_return
2019-04-22,0.2387897703180201,0.3482897703180201,-0.1335,2019-04-19,600869.SHA,2019-04-18,17.813020972444384
2019-07-23,0.207935715396579,0.34893571539657897,-0.16499999999999998,2019-07-22,600026.SHA,2019-07-19,25.196256232865736
2019-04-03,0.5782400906095536,0.3502400906095536,0.20400000000000001,2019-04-02,300229.SZA,2019-03-30,19.13893167532943
2018-08-08,0.5669924373956591,0.36449243739565906,0.1785,2018-08-07,002353.SZA,2018-08-04,3.820781849547043
2018-06-28,0.09174002407704591,0.3737400240770459,-0.306,2018-06-27,300089.SZA,2018-06-26,1.5055426615534802
2018-06-15,0.0701912091503254,0.3761912091503254,-0.33,2018-06-14,300036.SZA,2018-06-13,1.73228708814441
2019-04-02,1.0156115833896011,0.3766115833896012,0.6149999999999999,2019-04-01,002322.SZA,2019-03-29,18.788691584719878
2019-07-11,0.2938513265306132,0.38385132653061316,-0.11399999999999999,2019-07-10,300650.SZA,2019-07-09,24.226934670269138
2019-08-08,0.4327053859348192,0.3907053859348192,0.018,2019-08-07,600383.SHA,2019-08-06,25.860916965447373
2018-10-25,0.35216750613045544,0.3956675061304554,-0.0675,2018-10-24,002853.SZA,2018-10-23,5.490397696088561
2019-08-19,0.9563557524536518,0.3968557524536518,0.5355,2019-08-16,002465.SZA,2019-08-15,26.571597827657833
2018-08-14,0.4476176966292138,0.40111769662921376,0.022499999999999996,2018-08-13,603869.SHA,2018-08-10,4.308987741819855
2018-04-09,0.34199950549450453,0.40199950549450447,-0.08399999999999999,2018-04-04,300368.SZA,2018-04-03,4.043164251759028
2019-10-16,0.16028428704133868,0.4092842870413387,-0.273,2019-10-15,002912.SZA,2019-10-12,29.288993840939224
2019-08-16,0.5563049999999977,0.4093049999999977,0.123,2019-08-15,002515.SZA,2019-08-14,26.174742075204183
2018-03-19,0.37545311418685007,0.41595311418685005,-0.0645,2018-03-16,300416.SZA,2018-03-15,-0.5896513677372159
2018-01-17,0.44148796442687616,0.41748796442687613,0.0,2018-01-16,300324.SZA,2018-01-15,0.41748796442687613
2019-04-26,-0.2626124581005596,0.43638754189944035,-0.723,2019-04-25,600984.SHA,2019-04-24,19.083299090588355
2018-07-03,0.4062436337488002,0.43774363374880015,-0.055500000000000015,2018-07-02,300202.SZA,2018-06-29,2.1626242420419524
2018-04-13,0.31506841463414764,0.4380684146341476,-0.147,2018-04-12,000555.SZA,2018-04-11,3.8361407774711695
2019-04-23,-0.009146518063028275,0.44085348193697166,-0.474,2019-04-22,603388.SHA,2019-04-19,18.253874454381357
2019-03-14,-0.20892147540983722,0.45707852459016274,-0.69,2019-03-13,300136.SZA,2019-03-12,16.599895984887496
2018-06-29,0.8113548979591826,0.46335489795918255,0.324,2018-06-28,601908.SHA,2018-06-27,1.9688975595126628
2018-09-26,0.5240088842975209,0.4670088842975209,0.032999999999999995,2018-09-25,300326.SZA,2018-09-21,3.9775923669556374
2019-04-12,0.1539792443729923,0.4794792443729923,-0.3495,2019-04-11,603611.SHA,2019-04-10,17.940005771770416
2019-11-01,0.553346632653062,0.48584663265306205,0.043500000000000004,2019-10-31,002318.SZA,2019-10-30,30.518597642700584
2018-04-19,0.7990720351526364,0.4870720351526363,0.288,2018-04-18,002465.SZA,2018-04-17,1.599458521995482
2018-03-15,0.33659381464069743,0.49109381464069735,-0.1785,2018-03-14,300003.SZA,2018-03-13,-1.005604481924066
2019-08-21,0.5547206859205783,0.5067206859205783,0.023999999999999997,2019-08-20,600768.SHA,2019-08-19,26.85636361829045
2019-02-13,0.910488770197488,0.515988770197488,0.37049999999999994,2019-02-12,000150.SZA,2019-02-11,15.331389853021388
2018-08-03,0.02055626596980309,0.517056265969803,-0.5205,2018-08-02,600516.SHA,2018-08-01,3.420147399164369
2019-08-27,0.7542108599592113,0.5802108599592113,0.14999999999999997,2019-08-26,002243.SZA,2019-08-23,27.27878872785248
2018-11-22,0.6553800000000004,0.5848800000000004,0.0465,2018-11-21,002154.SZA,2018-11-20,11.635215545219788
2019-01-08,0.8554365168539311,0.5944365168539311,0.237,2019-01-07,603663.SHA,2019-01-04,15.28414179847034
2018-03-08,0.590632702702701,0.599632702702701,-0.032999999999999995,2018-03-07,002013.SZA,2018-03-06,-1.533061231037113
2018-07-11,0.4181172836145879,0.6011172836145878,-0.207,2018-07-10,300389.SZA,2018-07-07,4.510579354083528
2018-03-06,0.8500241257367384,0.6055241257367383,0.22050000000000003,2018-03-05,002102.SZA,2018-03-02,-2.259711959770182
2019-04-19,0.6587863722998725,0.6272863722998725,0.007499999999999989,2019-04-18,002796.SZA,2019-04-17,17.464731202126366
2018-02-22,0.9844262972353016,0.6454262972353015,0.315,2018-02-14,300618.SZA,2018-02-13,-2.425742476863677
2018-04-23,0.23528250000000034,0.6657825000000004,-0.4545,2018-04-20,600397.SHA,2018-04-19,1.4446949376581313
2018-08-17,0.29464285714285804,0.668142857142858,-0.39749999999999996,2018-08-16,600198.SHA,2018-08-15,4.532180141996035
2019-03-29,1.0080520512820506,0.7020520512820505,0.28200000000000003,2019-03-28,002299.SZA,2019-03-27,18.786536673959976
2019-09-18,0.41698107142857255,0.7049810714285725,-0.312,2019-09-17,002832.SZA,2019-09-16,30.52655235142881
2018-10-24,0.42495636363636546,0.7054563636363655,-0.30450000000000005,2018-10-23,002391.SZA,2018-10-20,5.0947301899581054
2019-08-09,0.6776880215827349,0.7376880215827348,-0.08399999999999999,2019-08-08,601615.SHA,2019-08-07,26.598604987030107
2019-03-25,0.6560039552238809,0.7385039552238809,-0.10650000000000001,2019-03-22,300034.SZA,2019-03-21,15.410473537034466
2019-12-31,1.029555,0.750555,0.255,2019-12-30,300773.SZA,2019-12-27,50.16071363054869
2018-02-12,0.7874454210028387,0.7634454210028386,0.0,2018-02-09,002730.SZA,2018-02-08,0.13432578121151362
2019-07-09,0.334185132743362,0.7886851327433619,-0.4785,2019-07-08,002263.SZA,2019-07-05,24.464345091589525
2019-09-03,1.323487677674085,0.8179876776740849,0.4815,2019-09-02,300475.SZA,2019-08-30,28.6399949978613
2018-11-02,1.4318815289256193,0.8303815289256192,0.5775,2018-11-01,002326.SZA,2018-10-31,5.750522300036626
2019-01-17,0.7054783347959631,0.8314783347959631,-0.15,2019-01-16,300649.SZA,2019-01-15,14.49337932861948
2019-04-09,0.8662415146224358,0.8767415146224358,-0.034499999999999996,2019-04-08,300587.SZA,2019-04-04,19.346616883553835
2018-07-04,0.8601909740259731,0.8841909740259731,-0.04800000000000001,2018-07-03,300339.SZA,2018-07-02,3.0468152160679254
2018-03-12,1.341490553281683,0.9184905532816829,0.399,2018-03-09,300450.SZA,2018-03-08,-0.36131123649468444
2019-09-10,1.2485812377164243,0.9590812377164243,0.26549999999999996,2019-09-09,002803.SZA,2019-09-06,29.821571280000235
2018-03-30,1.3515919370267038,0.9750919370267037,0.3525,2018-03-29,002439.SZA,2018-03-28,4.324266456450125
2019-12-24,0.9657975962487668,1.0032975962487667,-0.061499999999999985,2019-12-23,603890.SHA,2019-12-20,50.2189890896316
2019-05-16,1.50258,1.04958,0.429,2019-05-15,603267.SHA,2019-05-14,22.16596914512403
2018-11-16,1.5011999999999999,1.1037,0.37349999999999994,2018-11-15,300645.SZA,2018-11-14,11.050335545219788
2018-11-28,1.3931192857142847,1.1141192857142848,0.255,2018-11-27,300014.SZA,2018-11-26,11.830764830934072
2019-07-01,1.497795,1.1902949999999999,0.2835,2019-06-28,002463.SZA,2019-06-27,24.82392088253436
2019-08-07,0.8193368933883395,1.1928368933883395,-0.39749999999999996,2019-08-06,002821.SZA,2019-08-03,25.470211579512554
2018-02-02,1.2440492857142853,1.2200492857142853,0.0,2018-02-01,002456.SZA,2018-01-31,1.0666834463453816
2019-03-08,0.9077399999999999,1.2782399999999998,-0.39449999999999996,2019-03-07,002125.SZA,2019-03-06,18.830271485286772
2019-09-24,1.2362163802363055,1.2797163802363056,-0.0675,2019-09-23,002660.SZA,2019-09-20,31.806268731665114
2019-08-29,1.49934,1.4813399999999999,-0.006000000000000001,2019-08-28,603755.SHA,2019-08-27,28.564915093648207
2018-05-18,1.5,1.4969999999999999,-0.021,2018-05-17,603045.SHA,2018-05-16,1.9218851318055536
2018-07-09,1.9104282653061218,1.5114282653061217,0.375,2018-07-06,300707.SZA,2018-07-05,4.0864770704689395
2018-06-27,1.502475,1.521975,-0.043500000000000004,2018-06-26,300384.SZA,2018-06-25,1.1318026374764343
2019-01-28,1.5037049999999998,1.587705,-0.108,2019-01-25,300547.SZA,2019-01-24,15.2112889042516
2018-03-26,1.1521333908045979,1.6006333908045978,-0.47250000000000003,2018-03-23,300130.SZA,2018-03-22,0.38684490740034505
2019-10-28,2.2531771115537844,1.8496771115537844,0.3795,2019-10-25,002197.SZA,2019-10-24,29.191095579376032
2018-10-12,0.74712,1.86912,-1.146,2018-10-11,601003.SHA,2018-10-10,5.154154125655995
2019-05-06,0.9107378372853625,1.8932378372853624,-1.0065,2019-04-30,002234.SZA,2019-04-27,20.994486609238866
2018-03-27,3.2010555560114886,2.5425555560114885,0.6345000000000001,2018-03-26,300188.SZA,2018-03-23,2.9294004634118336
2019-03-27,2.711877167630056,2.959377167630056,-0.2715,2019-03-26,300579.SZA,2019-03-23,18.188096402338942
2019-02-25,5.09844853553644,3.8549485355364403,1.2194999999999998,2019-02-22,300758.SZA,2019-02-21,19.18633838855783
2018-12-03,5.103352482031625,4.4973524820316255,0.582,2018-11-30,300752.SZA,2018-11-29,16.378831947112037
2018-11-12,5.098778140437546,4.732778140437547,0.34199999999999997,2018-11-09,300751.SZA,2018-11-08,9.946635545219788
2019-12-04,5.09748470852018,5.02698470852018,0.0465,2019-12-03,002968.SZA,2019-12-02,44.89031394055713
2019-12-02,5.10054347826087,5.02704347826087,0.049499999999999995,2019-11-29,300808.SZA,2019-11-28,39.863329232036946
2019-11-22,5.1039611764705874,5.207461176470588,-0.1275,2019-11-21,300805.SZA,2019-11-20,34.836285753776075
2019-12-20,5.099640067873305,5.219640067873305,-0.14400000000000002,2019-12-19,300807.SZA,2019-12-18,49.215691493382835
2019-05-24,5.107255295857987,5.491255295857988,-0.40800000000000003,2019-05-23,603327.SHA,2019-05-22,27.65722444098202
