,date,ndate,instrument,hymc,forecast,forecasttype,increasel,increaset,zfpx
77,2018-03-31,2018-03-30,300455.SZA,电子信息,increase,略增,1.0,20.0,10.5
78,2018-03-31,2018-03-30,002295.SZA,有色金属,increase,略增,1.11,37.22,19.165
79,2018-03-31,2018-04-09,300405.SZA,化工行业,increase,略增,1.3,29.57,15.435
80,2018-03-31,2018-03-28,300717.SZA,塑胶制品,increase,略增,1.48,15.97,8.725
81,2018-03-31,2018-04-14,000056.SZA,房地产,increase,略增,1.53,24.52,13.025
82,2018-03-31,2018-04-14,200056.SZA,房地产,increase,略增,1.53,24.52,13.025
83,2018-03-31,2018-03-31,002109.SZA,化工行业,increase,略增,1.73,33.3,17.515
84,2018-03-31,2018-03-29,002886.SZA,塑胶制品,increase,略增,1.78,35.7,18.74
85,2018-03-31,2018-04-10,300696.SZA,航天航空,increase,略增,1.86,20.79,11.325
86,2018-03-31,2018-04-09,300624.SZA,软件服务,increase,略增,1.9,6.33,4.115
87,2018-03-31,2018-03-30,300222.SZA,输配电气,increase,略增,2.0,12.0,7.0
88,2018-03-31,2018-03-31,600826.SHA,国际贸易,increase,略增,2.09,14.85,8.47
89,2018-03-31,2018-03-31,002279.SZA,软件服务,increase,略增,2.19,49.87,26.03
90,2018-03-31,2018-04-09,300712.SZA,工程建设,increase,略增,2.38,25.78,14.08
91,2018-03-31,2018-03-21,603301.SHA,医疗行业,increase,略增,2.42,11.34,6.88
92,2018-03-31,2018-03-30,002847.SZA,食品饮料,increase,略增,2.49,18.26,10.375
93,2018-03-31,2018-04-09,300209.SZA,软件服务,increase,略增,2.62,26.56,14.59
94,2018-03-31,2018-04-10,300379.SZA,软件服务,increase,略增,2.89,6.11,4.5
95,2018-03-31,2018-04-09,300623.SZA,电子元件,increase,略增,3.0,8.0,5.5
96,2018-03-31,2018-03-19,300131.SZA,电子元件,increase,略增,3.02,21.21,12.115
97,2018-03-31,2018-02-07,300474.SZA,电子信息,increase,略增,3.41,27.15,15.28
98,2018-03-31,2018-04-05,300500.SZA,工程建设,increase,略增,3.63,24.36,13.995
99,2018-03-31,2018-04-09,300606.SZA,机械行业,increase,略增,4.73,15.21,9.97
100,2018-03-31,2018-03-09,300239.SZA,医药制造,increase,略增,4.91,34.64,19.775
101,2018-03-31,2018-04-09,300289.SZA,医药制造,increase,略增,5.0,15.0,10.0
102,2018-03-31,2018-04-10,300262.SZA,环保工程,increase,略增,5.0,35.0,20.0
103,2018-03-31,2018-04-09,300246.SZA,医疗行业,increase,略增,5.0,20.0,12.5
104,2018-03-31,2018-03-30,002829.SZA,电子信息,increase,略增,5.0,15.0,10.0
105,2018-03-31,2018-04-09,300089.SZA,玻璃陶瓷,increase,略增,5.0,30.0,17.5
106,2018-03-31,2018-03-13,300302.SZA,软件服务,increase,略增,5.0,15.0,10.0
107,2018-03-31,2018-03-07,300505.SZA,化工行业,increase,略增,5.0,25.0,15.0
108,2018-03-31,2018-04-10,300219.SZA,电子元件,increase,略增,5.0,25.0,15.0
109,2018-03-31,2018-02-10,300193.SZA,机械行业,increase,略增,5.0,35.0,20.0
110,2018-03-31,2018-04-10,300124.SZA,仪器仪表,increase,略增,5.0,25.0,15.0
111,2018-03-31,2018-04-03,300039.SZA,医药制造,increase,略增,5.0,15.0,10.0
112,2018-03-31,2018-04-09,300501.SZA,包装材料,increase,略增,5.0,20.0,12.5
113,2018-03-31,2018-03-06,300286.SZA,输配电气,increase,略增,5.0,25.0,15.0
114,2018-03-31,2018-03-23,300024.SZA,机械行业,increase,略增,5.0,15.0,10.0
115,2018-03-31,2018-04-10,300468.SZA,软件服务,increase,略增,5.0,25.0,15.0
116,2018-03-31,2018-03-28,300596.SZA,化工行业,increase,略增,5.0,25.0,15.0
117,2018-03-31,2018-04-09,300235.SZA,电子信息,increase,略增,5.0,25.0,15.0
118,2018-03-31,2018-03-30,002734.SZA,农药兽药,increase,略增,5.0,15.0,10.0
119,2018-03-31,2018-04-10,300387.SZA,化工行业,increase,略增,5.0,25.0,15.0
120,2018-03-31,2018-04-10,300512.SZA,机械行业,increase,略增,5.0,20.0,12.5
121,2018-03-31,2018-04-09,300489.SZA,金属制品,increase,略增,5.0,35.0,20.0
122,2018-03-31,2018-04-10,300460.SZA,电子元件,increase,略增,5.1,14.65,9.875
123,2018-03-31,2018-03-30,002624.SZA,文化传媒,increase,略增,5.39,15.53,10.46
124,2018-03-31,2018-04-09,300108.SZA,医药制造,increase,略增,5.42,20.48,12.95
125,2018-03-31,2018-04-14,000155.SZA,化肥行业,increase,略增,5.59,27.34,16.465
126,2018-03-31,2018-01-19,300536.SZA,园林工程,increase,略增,5.91,23.15,14.53
127,2018-03-31,2018-03-26,300701.SZA,电子元件,increase,略增,6.0,15.0,10.5
128,2018-03-31,2018-03-19,603897.SHA,金属制品,increase,略增,6.35,23.81,15.08
129,2018-03-31,2018-03-19,603596.SHA,汽车行业,increase,略增,7.65,18.91,13.28
130,2018-03-31,2018-03-13,603214.SHA,商业百货,increase,略增,7.84,13.72,10.78
131,2018-03-31,2018-03-30,300722.SZA,航天航空,increase,略增,8.0,35.0,21.5
132,2018-03-31,2018-04-03,300547.SZA,塑胶制品,increase,略增,8.01,23.76,15.885
133,2018-03-31,2018-02-28,300677.SZA,医疗行业,increase,略增,8.11,22.85,15.48
134,2018-03-31,2018-03-30,836969.SHA,nan,increase,略增,8.4,17.43,12.915
135,2018-03-31,2018-03-29,300705.SZA,医药制造,increase,略增,8.42,33.06,20.74
136,2018-03-31,2018-04-14,002930.SZA,交运物流,increase,略增,8.95,13.06,11.005
137,2018-03-31,2018-04-09,300666.SZA,材料行业,increase,略增,9.77,22.94,16.355
138,2018-03-31,2018-04-09,300082.SZA,化工行业,increase,略增,9.89,29.52,19.705
139,2018-03-31,2018-03-28,300373.SZA,电子元件,increase,略增,10.0,35.0,22.5
140,2018-03-31,2018-03-31,300244.SZA,医药制造,increase,略增,10.0,30.0,20.0
141,2018-03-31,2018-03-31,300485.SZA,医药制造,increase,略增,10.0,40.0,25.0
142,2018-03-31,2018-04-09,300718.SZA,机械行业,increase,略增,10.0,25.0,17.5
143,2018-03-31,2018-03-30,002353.SZA,机械行业,increase,略增,10.0,50.0,30.0
144,2018-03-31,2018-03-28,002749.SZA,农药兽药,increase,略增,10.0,30.0,20.0
145,2018-03-31,2018-03-30,300327.SZA,电子元件,increase,略增,10.0,35.0,22.5
146,2018-03-31,2018-03-28,002256.SZA,输配电气,increase,略增,10.0,30.0,20.0
147,2018-03-31,2018-04-10,300367.SZA,安防设备,increase,略增,10.0,30.0,20.0
148,2018-03-31,2018-03-27,002294.SZA,医药制造,increase,略增,10.0,15.0,12.5
149,2018-03-31,2018-03-30,300406.SZA,医药制造,increase,略增,10.0,25.0,17.5
150,2018-03-31,2018-04-10,300172.SZA,环保工程,increase,略增,10.0,30.0,20.0
151,2018-03-31,2018-03-27,300185.SZA,机械行业,increase,略增,10.0,30.0,20.0
152,2018-03-31,2018-04-10,300168.SZA,软件服务,increase,略增,10.0,15.0,12.5
153,2018-03-31,2018-03-20,300195.SZA,机械行业,increase,略增,10.0,30.0,20.0
154,2018-03-31,2018-03-02,300497.SZA,医药制造,increase,略增,10.0,30.0,20.0
155,2018-03-31,2018-04-09,300307.SZA,专用设备,increase,略增,10.0,30.0,20.0
156,2018-03-31,2018-04-09,300338.SZA,文教休闲,increase,略增,10.0,40.0,25.0
157,2018-03-31,2018-03-31,002433.SZA,医药制造,increase,略增,10.0,15.0,12.5
158,2018-03-31,2018-04-09,300435.SZA,机械行业,increase,略增,10.0,30.0,20.0
159,2018-03-31,2018-02-27,002508.SZA,家电行业,increase,略增,10.0,30.0,20.0
160,2018-03-31,2018-04-09,300382.SZA,机械行业,increase,略增,10.0,40.0,25.0
161,2018-03-31,2018-03-28,300144.SZA,旅游酒店,increase,略增,10.0,30.0,20.0
162,2018-03-31,2018-03-29,300117.SZA,水泥建材,increase,略增,10.14,37.68,23.91
163,2018-03-31,2018-04-04,603348.SHA,汽车行业,increase,略增,10.2,26.93,18.565
164,2018-03-31,2018-04-10,300420.SZA,机械行业,increase,略增,10.34,25.52,17.93
165,2018-03-31,2018-03-29,002871.SZA,机械行业,increase,略增,10.4,27.74,19.07
166,2018-03-31,2018-04-09,300258.SZA,汽车行业,increase,略增,10.5,28.03,19.265
167,2018-03-31,2018-04-09,300343.SZA,电子信息,increase,略增,11.69,40.9,26.295
168,2018-03-31,2018-04-09,300661.SZA,电子元件,increase,略增,12.0,25.0,18.5
169,2018-03-31,2018-03-31,002123.SZA,通讯行业,increase,略增,12.18,24.65,18.415
170,2018-03-31,2018-04-09,300622.SZA,商业百货,increase,略增,12.44,33.86,23.15
171,2018-03-31,2018-03-31,300128.SZA,电子元件,increase,预增,12.53,87.55,50.04
172,2018-03-31,2018-04-09,300319.SZA,电子元件,increase,略增,12.82,42.82,27.82
173,2018-03-31,2018-04-14,000950.SZA,医疗行业,increase,略增,13.09,30.49,21.79
174,2018-03-31,2018-04-09,300086.SZA,医药制造,increase,略增,13.12,43.06,28.09
175,2018-03-31,2018-03-05,002745.SZA,电子元件,increase,略增,13.15,35.78,24.465
176,2018-03-31,2018-04-14,002114.SZA,有色金属,increase,略增,13.43,48.33,30.88
177,2018-03-31,2018-04-09,300631.SZA,专用设备,increase,略增,14.42,35.92,25.17
178,2018-03-31,2018-04-09,300706.SZA,材料行业,increase,略增,14.45,33.52,23.985
179,2018-03-31,2018-04-10,300284.SZA,工程建设,increase,略增,15.0,35.0,25.0
180,2018-03-31,2018-03-13,300715.SZA,水泥建材,increase,略增,15.0,35.0,25.0
181,2018-03-31,2018-03-31,002635.SZA,电子元件,increase,略增,15.0,45.0,30.0
182,2018-03-31,2018-03-26,300113.SZA,软件服务,increase,略增,15.0,30.0,22.5
183,2018-03-31,2018-03-27,002444.SZA,金属制品,increase,略增,15.0,35.0,25.0
184,2018-03-31,2018-02-28,002573.SZA,环保工程,increase,略增,15.0,35.0,25.0
185,2018-03-31,2018-03-31,300305.SZA,材料行业,increase,略增,15.0,35.0,25.0
186,2018-03-31,2018-02-02,002191.SZA,包装材料,increase,略增,15.0,30.0,22.5
187,2018-03-31,2018-04-10,300578.SZA,软件服务,increase,略增,15.0,25.0,20.0
188,2018-03-31,2018-04-10,300331.SZA,材料行业,increase,略增,15.0,45.0,30.0
189,2018-03-31,2018-03-28,300339.SZA,软件服务,increase,略增,15.0,35.0,25.0
190,2018-03-31,2018-03-30,002896.SZA,机械行业,increase,略增,15.0,45.0,30.0
191,2018-03-31,2018-03-16,300199.SZA,医药制造,increase,略增,15.0,35.0,25.0
192,2018-03-31,2018-03-30,002840.SZA,食品饮料,increase,略增,15.03,43.78,29.405
193,2018-03-31,2018-04-04,600273.SHA,化工行业,increase,略增,15.1,25.17,20.135
194,2018-03-31,2018-03-31,300639.SZA,医药制造,increase,略增,15.16,29.93,22.545
195,2018-03-31,2018-04-10,200045.SZA,电子信息,increase,预增,16.22,51.09,33.655
196,2018-03-31,2018-04-10,000045.SZA,电子信息,increase,预增,16.22,51.09,33.655
197,2018-03-31,2018-03-28,300009.SZA,医药制造,increase,略增,16.55,46.22,31.385
198,2018-03-31,2018-03-27,603876.SHA,有色金属,increase,略增,16.65,38.66,27.655
199,2018-03-31,2018-03-31,002574.SZA,珠宝首饰,increase,预增,18.35,65.69,42.02
200,2018-03-31,2018-03-31,300223.SZA,电子元件,increase,略增,19.48,48.73,34.105
201,2018-03-31,2018-04-10,300112.SZA,仪器仪表,increase,略增,20.0,50.0,35.0
202,2018-03-31,2018-04-10,300119.SZA,医药制造,increase,略增,20.0,25.0,22.5
203,2018-03-31,2018-03-27,002833.SZA,专用设备,increase,略增,20.0,40.0,30.0
204,2018-03-31,2018-04-10,300263.SZA,机械行业,increase,略增,20.0,50.0,35.0
205,2018-03-31,2018-04-09,300362.SZA,机械行业,increase,略增,20.0,45.0,32.5
206,2018-03-31,2018-04-09,300352.SZA,软件服务,increase,略增,20.0,50.0,35.0
207,2018-03-31,2018-04-09,300288.SZA,电子信息,increase,略增,20.0,40.0,30.0
208,2018-03-31,2018-03-30,300026.SZA,医药制造,increase,略增,20.0,40.0,30.0
209,2018-03-31,2018-04-09,002697.SZA,商业百货,increase,略增,20.0,40.0,30.0
210,2018-03-31,2018-04-09,300490.SZA,输配电气,increase,略增,20.0,50.0,35.0
211,2018-03-31,2018-03-31,300273.SZA,医疗行业,increase,略增,20.0,40.0,30.0
212,2018-03-31,2018-03-20,300014.SZA,电子元件,increase,略增,20.0,40.0,30.0
213,2018-03-31,2018-04-10,300487.SZA,化工行业,increase,略增,20.0,45.0,32.5
214,2018-03-31,2018-02-27,300192.SZA,化工行业,increase,略增,20.0,50.0,35.0
215,2018-03-31,2018-04-09,300732.SZA,工程建设,increase,略增,20.0,40.0,30.0
216,2018-03-31,2018-04-10,300355.SZA,环保工程,increase,略增,20.0,50.0,35.0
217,2018-03-31,2018-04-03,300538.SZA,化工行业,increase,略增,20.0,50.0,35.0
218,2018-03-31,2018-04-09,300145.SZA,机械行业,increase,略增,20.0,40.0,30.0
219,2018-03-31,2018-04-10,300395.SZA,玻璃陶瓷,increase,略增,20.0,50.0,35.0
220,2018-03-31,2018-04-10,300522.SZA,化工行业,increase,略增,20.0,30.0,25.0
221,2018-03-31,2018-04-09,300463.SZA,医疗行业,increase,略增,20.0,30.0,25.0
222,2018-03-31,2018-04-18,603330.SHA,塑胶制品,increase,略增,20.0,40.0,30.0
223,2018-03-31,2018-04-09,300067.SZA,化工行业,increase,略增,20.0,25.0,22.5
224,2018-03-31,2018-04-10,300577.SZA,纺织服装,increase,略增,20.0,30.0,25.0
225,2018-03-31,2018-02-26,002653.SZA,医药制造,increase,略增,20.0,40.0,30.0
226,2018-03-31,2018-04-09,300566.SZA,电子元件,increase,略增,20.0,40.0,30.0
227,2018-03-31,2018-03-15,300114.SZA,仪器仪表,increase,略增,20.0,50.0,35.0
228,2018-03-31,2018-03-15,300376.SZA,输配电气,increase,略增,20.0,50.0,35.0
229,2018-03-31,2018-03-30,002821.SZA,医疗行业,increase,略增,20.0,30.0,25.0
230,2018-03-31,2018-03-16,300428.SZA,有色金属,increase,略增,20.0,50.0,35.0
231,2018-03-31,2018-03-27,300586.SZA,化工行业,increase,略增,20.0,50.0,35.0
232,2018-03-31,2018-03-28,002465.SZA,通讯行业,increase,略增,20.0,50.0,35.0
233,2018-03-31,2018-02-28,300414.SZA,电子元件,increase,略增,20.0,50.0,35.0
234,2018-03-31,2018-04-04,300441.SZA,机械行业,increase,略增,20.03,40.32,30.175
235,2018-03-31,2018-04-05,300493.SZA,电子信息,increase,略增,20.86,32.19,26.525
236,2018-03-31,2018-04-10,300627.SZA,电子信息,increase,略增,21.06,31.87,26.465
237,2018-03-31,2018-04-26,002639.SZA,机械行业,increase,预增,22.02,71.59,46.805
238,2018-03-31,2018-04-14,000415.SZA,多元金融,increase,略增,22.3,37.27,29.785
239,2018-03-31,2018-02-05,002929.SZA,通讯行业,increase,略增,23.31,32.12,27.715
240,2018-03-31,2018-04-09,300093.SZA,玻璃陶瓷,increase,预增,23.38,51.52,37.45
241,2018-03-31,2018-03-27,300655.SZA,化工行业,increase,略增,23.46,46.6,35.03
242,2018-03-31,2018-04-03,300699.SZA,化工行业,increase,略增,24.36,37.45,30.905
243,2018-03-31,2018-04-09,300452.SZA,医药制造,increase,略增,25.0,45.0,35.0
244,2018-03-31,2018-04-09,300165.SZA,仪器仪表,increase,略增,25.0,45.0,35.0
245,2018-03-31,2018-04-10,300595.SZA,专用设备,increase,略增,25.0,45.0,35.0
246,2018-03-31,2018-04-10,300271.SZA,软件服务,increase,略增,25.0,35.0,30.0
247,2018-03-31,2018-04-14,002470.SZA,化肥行业,increase,略增,25.0,35.0,30.0
248,2018-03-31,2018-03-29,002853.SZA,木业家具,increase,预增,25.0,65.0,45.0
249,2018-03-31,2018-03-12,300357.SZA,医药制造,increase,略增,25.0,45.0,35.0
250,2018-03-31,2018-04-09,300723.SZA,医药制造,increase,略增,25.0,35.0,30.0
251,2018-03-31,2018-03-24,300007.SZA,仪器仪表,increase,略增,25.0,35.0,30.0
252,2018-03-31,2018-03-26,300396.SZA,医疗行业,increase,略增,25.0,50.0,37.5
253,2018-03-31,2018-02-28,300146.SZA,食品饮料,increase,略增,25.0,45.0,35.0
254,2018-03-31,2018-03-31,300353.SZA,通讯行业,increase,预增,25.0,55.0,40.0
255,2018-03-31,2018-04-11,603811.SHA,医药制造,increase,略增,26.0,26.0,26.0
256,2018-03-31,2018-03-28,603733.SHA,造纸印刷,increase,略增,26.34,35.65,30.995
257,2018-03-31,2018-03-27,300138.SZA,农牧饲渔,increase,略增,26.83,41.25,34.04
258,2018-03-31,2018-04-09,300170.SZA,软件服务,increase,略增,27.0,34.5,30.75
259,2018-03-31,2018-03-31,002024.SZA,商业百货,increase,预增,27.79,91.69,59.74
260,2018-03-31,2018-04-09,300662.SZA,文教休闲,increase,略增,27.9,44.98,36.44
261,2018-03-31,2018-04-10,000790.SZA,医药制造,increase,预增,28.95,57.6,43.275
262,2018-03-31,2018-04-14,000731.SZA,化肥行业,increase,预增,29.0,53.0,41.0
263,2018-03-31,2018-04-10,300090.SZA,环保工程,increase,预增,29.28,58.01,43.645
264,2018-03-31,2018-02-28,002597.SZA,化工行业,increase,预增,29.44,59.32,44.38
265,2018-03-31,2018-02-07,300088.SZA,电子元件,increase,预增,30.0,60.0,45.0
266,2018-03-31,2018-04-10,300385.SZA,机械行业,increase,预增,30.0,60.0,45.0
267,2018-03-31,2018-03-31,002742.SZA,水泥建材,increase,略增,30.0,50.0,40.0
268,2018-03-31,2018-04-18,601216.SHA,化工行业,increase,预增,30.0,60.0,45.0
269,2018-03-31,2018-03-31,002611.SZA,专用设备,increase,预增,30.0,80.0,55.0
270,2018-03-31,2018-02-28,002450.SZA,材料行业,increase,略增,30.0,45.0,37.5
271,2018-03-31,2018-02-28,002084.SZA,装修装饰,increase,预增,30.0,80.0,55.0
272,2018-03-31,2018-03-29,002290.SZA,材料行业,increase,预增,30.0,60.0,45.0
273,2018-03-31,2018-04-09,300691.SZA,电子元件,increase,略增,30.0,50.0,40.0
274,2018-03-31,2018-03-08,002756.SZA,钢铁行业,increase,预增,30.0,60.0,45.0
275,2018-03-31,2018-03-31,002370.SZA,医药制造,increase,略增,30.0,50.0,40.0
276,2018-03-31,2018-02-23,300041.SZA,化工行业,increase,略增,30.0,50.0,40.0
277,2018-03-31,2018-04-09,300015.SZA,医药制造,increase,略增,30.0,40.0,35.0
278,2018-03-31,2018-04-09,300290.SZA,软件服务,increase,预增,30.0,60.0,45.0
279,2018-03-31,2018-03-22,300130.SZA,电子信息,increase,预增,30.0,60.0,45.0
280,2018-03-31,2018-02-22,300410.SZA,电子元件,increase,预增,30.0,60.0,45.0
281,2018-03-31,2018-03-30,300445.SZA,仪器仪表,increase,预增,30.0,60.0,45.0
282,2018-03-31,2018-03-29,300233.SZA,医药制造,increase,预增,30.0,60.0,45.0
283,2018-03-31,2018-04-09,300137.SZA,环保工程,increase,略增,30.0,50.0,40.0
284,2018-03-31,2018-03-30,002283.SZA,机械行业,increase,预增,30.0,80.0,55.0
285,2018-03-31,2018-04-09,300329.SZA,文教休闲,increase,预增,30.0,60.0,45.0
286,2018-03-31,2018-04-09,300281.SZA,机械行业,increase,预增,30.0,60.0,45.0
287,2018-03-31,2018-03-27,600176.SHA,玻璃陶瓷,increase,略增,30.0,,30.0
288,2018-03-31,2018-03-26,300071.SZA,文化传媒,increase,预增,30.0,60.0,45.0
289,2018-03-31,2018-03-08,000889.SZA,通讯行业,increase,预增,30.0,55.0,42.5
290,2018-03-31,2018-03-21,002449.SZA,电子元件,increase,预增,30.0,60.0,45.0
291,2018-03-31,2018-04-09,300287.SZA,软件服务,increase,略增,30.0,50.0,40.0
292,2018-03-31,2018-03-13,300003.SZA,医疗行业,increase,略增,30.0,40.0,35.0
293,2018-03-31,2018-01-24,002866.SZA,电子元件,increase,略增,30.0,45.49,37.745
294,2018-03-31,2018-04-09,300384.SZA,化纤行业,increase,略增,30.0,50.0,40.0
295,2018-03-31,2018-03-31,002560.SZA,输配电气,increase,略增,30.0,50.0,40.0
296,2018-03-31,2018-03-31,300215.SZA,输配电气,increase,预增,30.0,60.0,45.0
297,2018-03-31,2018-02-27,300072.SZA,化工行业,increase,略增,30.52,48.84,39.68
298,2018-03-31,2018-04-10,300340.SZA,材料行业,increase,预增,30.59,54.77,42.68
299,2018-03-31,2018-03-23,300188.SZA,软件服务,increase,预增,30.66,60.06,45.36
